ct_code,dguid,centroid_lon,centroid_lat
4620630.02,2021S05074620630.02,-73.681801,45.598598
4620632.01,2021S05074620632.01,-73.71799,45.600516
4620632.02,2021S05074620632.02,-73.729769,45.597885
4620638.01,2021S05074620638.01,-73.703127,45.567475
4620638.02,2021S05074620638.02,-73.694518,45.565448
4620638.03,2021S05074620638.03,-73.689834,45.561794
4620646.01,2021S05074620646.01,-73.740974,45.540234
4620646.02,2021S05074620646.02,-73.731941,45.544009
4620646.03,2021S05074620646.03,-73.727499,45.538779
4620650.01,2021S05074620650.01,-73.766659,45.538169
4620650.02,2021S05074620650.02,-73.755931,45.542962
4620652.01,2021S05074620652.01,-73.7938,45.519571
4620700.01,2021S05074620700.01,-73.628717,45.697225
4620756.02,2021S05074620756.02,-74.206492,45.44729
4620757.00,2021S05074620757.00,-74.155075,45.456118
4620775.00,2021S05074620775.00,-73.799035,45.342687
4620825.02,2021S05074620825.02,-73.450899,45.47073
4620825.03,2021S05074620825.03,-73.461275,45.47591
4620825.04,2021S05074620825.04,-73.479859,45.469335
4620740.03,2021S05074620740.03,-74.143948,45.759843
4620827.02,2021S05074620827.02,-73.496893,45.416768
4620852.02,2021S05074620852.02,-73.266361,45.400772
4620857.01,2021S05074620857.01,-73.417194,45.495203
4620857.02,2021S05074620857.02,-73.422985,45.493049
4620868.01,2021S05074620868.01,-73.458673,45.495056
4620868.02,2021S05074620868.02,-73.468234,45.495334
4620879.01,2021S05074620879.01,-73.488361,45.528428
4620879.02,2021S05074620879.02,-73.499034,45.532705
4620881.01,2021S05074620881.01,-73.499505,45.523094
4620881.02,2021S05074620881.02,-73.499794,45.520054
4620889.01,2021S05074620889.01,-73.449039,45.608829
4620889.02,2021S05074620889.02,-73.435497,45.629403
4620889.03,2021S05074620889.03,-73.446038,45.634377
4620740.04,2021S05074620740.04,-74.134882,45.720572
4620684.10,2021S05074620684.10,-73.608718,45.712772
4620684.11,2021S05074620684.11,-73.604969,45.701911
4620888.01,2021S05074620888.01,-73.396472,45.590784
4620888.02,2021S05074620888.02,-73.435195,45.601622
4620888.03,2021S05074620888.03,-73.424179,45.592762
4620687.09,2021S05074620687.09,-73.720927,45.73342
4620065.01,2021S05074620065.01,-73.581276,45.494308
4620065.02,2021S05074620065.02,-73.585068,45.491265
4620066.01,2021S05074620066.01,-73.57715,45.492191
4620066.02,2021S05074620066.02,-73.580873,45.489185
4620115.01,2021S05074620115.01,-73.620156,45.488203
4620115.02,2021S05074620115.02,-73.615111,45.493315
4620188.01,2021S05074620188.01,-73.566342,45.556912
4620188.02,2021S05074620188.02,-73.559055,45.554548
4620195.01,2021S05074620195.01,-73.567732,45.578579
4620195.02,2021S05074620195.02,-73.561861,45.583977
4620223.01,2021S05074620223.01,-73.645437,45.531618
4620223.02,2021S05074620223.02,-73.639985,45.530171
4620251.01,2021S05074620251.01,-73.60295,45.559221
4620251.02,2021S05074620251.02,-73.601245,45.561159
4620290.01,2021S05074620290.01,-73.591504,45.624171
4620290.02,2021S05074620290.02,-73.577263,45.634386
4620324.01,2021S05074620324.01,-73.637397,45.418758
4620324.02,2021S05074620324.02,-73.632249,45.423682
4620382.01,2021S05074620382.01,-73.660321,45.470809
4620382.02,2021S05074620382.02,-73.672936,45.459461
4620462.01,2021S05074620462.01,-73.851003,45.439185
4620462.02,2021S05074620462.02,-73.881745,45.433521
4620470.01,2021S05074620470.01,-73.856719,45.447123
4620512.02,2021S05074620512.02,-73.850786,45.504723
4620514.01,2021S05074620514.01,-73.855978,45.482361
4620514.02,2021S05074620514.02,-73.866429,45.470418
4620521.01,2021S05074620521.01,-73.834794,45.478786
4620582.01,2021S05074620582.01,-73.498314,45.653763
4620582.02,2021S05074620582.02,-73.499537,45.648006
4620600.01,2021S05074620600.01,-73.571463,45.591077
4620600.02,2021S05074620600.02,-73.571083,45.584804
4620600.03,2021S05074620600.03,-73.580739,45.586811
4620601.01,2021S05074620601.01,-73.577342,45.580887
4620601.02,2021S05074620601.02,-73.58404,45.572731
4620602.01,2021S05074620602.01,-73.586422,45.578891
4620602.02,2021S05074620602.02,-73.59177,45.572696
4620603.03,2021S05074620603.03,-73.603739,45.580655
4620604.03,2021S05074620604.03,-73.607549,45.58556
4620604.04,2021S05074620604.04,-73.619288,45.587161
4620604.05,2021S05074620604.05,-73.615068,45.591983
4620605.03,2021S05074620605.03,-73.593039,45.600472
4620605.04,2021S05074620605.04,-73.604785,45.603471
4620605.05,2021S05074620605.05,-73.590363,45.587109
4620610.05,2021S05074620610.05,-73.615514,45.61901
4620610.06,2021S05074620610.06,-73.612685,45.616201
4620628.01,2021S05074620628.01,-73.659482,45.602287
4620628.02,2021S05074620628.02,-73.667791,45.60295
4620638.04,2021S05074620638.04,-73.702971,45.559909
4620641.01,2021S05074620641.01,-73.714801,45.559461
4620641.02,2021S05074620641.02,-73.721079,45.554352
4620657.01,2021S05074620657.01,-73.789858,45.578284
4620657.02,2021S05074620657.02,-73.803382,45.571288
4620658.01,2021S05074620658.01,-73.798539,45.585961
4620658.02,2021S05074620658.02,-73.808776,45.582742
4620658.03,2021S05074620658.03,-73.818507,45.589121
4620661.01,2021S05074620661.01,-73.762236,45.638775
4620676.01,2021S05074620676.01,-73.471965,45.723125
4620676.02,2021S05074620676.02,-73.476603,45.729858
4620676.03,2021S05074620676.03,-73.45976,45.738438
4620676.04,2021S05074620676.04,-73.470376,45.742383
4620687.01,2021S05074620687.01,-73.671219,45.700964
4620704.01,2021S05074620704.01,-73.824835,45.622613
4620825.05,2021S05074620825.05,-73.487759,45.474508
4620826.02,2021S05074620826.02,-73.456745,45.457147
4620855.01,2021S05074620855.01,-73.37235,45.52298
4620858.01,2021S05074620858.01,-73.431725,45.483958
4620858.02,2021S05074620858.02,-73.441975,45.479621
4620860.01,2021S05074620860.01,-73.449145,45.48909
4620860.02,2021S05074620860.02,-73.471069,45.482638
4620863.01,2021S05074620863.01,-73.503826,45.490265
4620863.02,2021S05074620863.02,-73.505622,45.500411
4620870.01,2021S05074620870.01,-73.465415,45.509296
4620870.02,2021S05074620870.02,-73.459469,45.516768
4620871.01,2021S05074620871.01,-73.469952,45.520255
4620871.02,2021S05074620871.02,-73.47315,45.514988
4620873.01,2021S05074620873.01,-73.48329,45.518607
4620873.02,2021S05074620873.02,-73.479403,45.524168
4620876.01,2021S05074620876.01,-73.460069,45.525833
4620884.01,2021S05074620884.01,-73.522066,45.52658
4620884.02,2021S05074620884.02,-73.513115,45.533147
4620725.09,2021S05074620725.09,-73.92184,45.573938
4620903.01,2021S05074620903.01,-73.317315,45.571482
4620725.10,2021S05074620725.10,-73.902761,45.578712
4620070.01,2021S05074620070.01,-73.556398,45.497829
4620070.02,2021S05074620070.02,-73.559349,45.494607
4620069.01,2021S05074620069.01,-73.565763,45.495363
4620069.02,2021S05074620069.02,-73.56203,45.490681
4620732.03,2021S05074620732.03,-74.118001,45.492834
4620732.04,2021S05074620732.04,-74.069983,45.495032
4620101.01,2021S05074620101.01,-73.648459,45.466331
4620101.02,2021S05074620101.02,-73.643946,45.471303
4620129.01,2021S05074620129.01,-73.583251,45.499581
4620129.02,2021S05074620129.02,-73.578523,45.503576
4620195.03,2021S05074620195.03,-73.56091,45.591034
4620287.01,2021S05074620287.01,-73.718585,45.52944
4620287.02,2021S05074620287.02,-73.728757,45.526116
4620290.03,2021S05074620290.03,-73.602359,45.629469
4620290.04,2021S05074620290.04,-73.568605,45.648529
4620326.03,2021S05074620326.03,-73.635368,45.438054
4620383.01,2021S05074620383.01,-73.6753,45.467225
4620383.02,2021S05074620383.02,-73.668208,45.477934
4620410.01,2021S05074620410.01,-73.681088,45.524378
4620410.02,2021S05074620410.02,-73.672553,45.517326
4620522.01,2021S05074620522.01,-73.842326,45.469619
4620522.02,2021S05074620522.02,-73.847654,45.476523
4620594.01,2021S05074620594.01,-73.571837,45.602289
4620594.02,2021S05074620594.02,-73.573936,45.617037
4620610.07,2021S05074620610.07,-73.620169,45.624198
4620632.03,2021S05074620632.03,-73.704905,45.599023
4620647.01,2021S05074620647.01,-73.751852,45.522879
4620647.02,2021S05074620647.02,-73.745908,45.531443
4620649.01,2021S05074620649.01,-73.765776,45.521134
4620649.02,2021S05074620649.02,-73.771397,45.529843
4620655.01,2021S05074620655.01,-73.875745,45.550006
4620655.02,2021S05074620655.02,-73.866009,45.544491
4620677.01,2021S05074620677.01,-73.435636,45.751171
4620677.02,2021S05074620677.02,-73.444896,45.754791
4620685.02,2021S05074620685.02,-73.582792,45.778699
4620703.02,2021S05074620703.02,-73.806956,45.627503
4620726.01,2021S05074620726.01,-73.883713,45.566851
4620751.01,2021S05074620751.01,-73.983389,45.38196
4620751.02,2021S05074620751.02,-73.980942,45.366998
4620756.03,2021S05074620756.03,-74.07491,45.408505
4620853.02,2021S05074620853.02,-73.267043,45.537291
4620854.01,2021S05074620854.01,-73.327914,45.527232
4620854.02,2021S05074620854.02,-73.333367,45.548949
4620901.01,2021S05074620901.01,-73.211631,45.568316
4620901.02,2021S05074620901.02,-73.203884,45.578346
4620901.03,2021S05074620901.03,-73.218075,45.587296
4620930.02,2021S05074620930.02,-73.170878,45.593324
4620776.00,2021S05074620776.00,-73.83729,45.316686
4620834.00,2021S05074620834.00,-73.681634,45.295188
4620659.10,2021S05074620659.10,-73.769619,45.619478
4620659.11,2021S05074620659.11,-73.781455,45.609328
4620828.05,2021S05074620828.05,-73.499703,45.384223
4620828.06,2021S05074620828.06,-73.508598,45.360496
4620120.01,2021S05074620120.01,-73.660153,45.49164
4620120.02,2021S05074620120.02,-73.652609,45.488701
4620710.05,2021S05074620710.05,-73.847012,45.69324
4620710.06,2021S05074620710.06,-73.876357,45.684499
4620826.13,2021S05074620826.13,-73.466913,45.440253
4620734.03,2021S05074620734.03,-74.00273,45.628327
4620734.04,2021S05074620734.04,-73.953194,45.626926
4620734.05,2021S05074620734.05,-73.929828,45.664249
4620710.07,2021S05074620710.07,-73.90876,45.681909
4620710.08,2021S05074620710.08,-73.893458,45.676053
4620710.09,2021S05074620710.09,-73.816253,45.665746
4620710.10,2021S05074620710.10,-73.816193,45.656128
4620710.11,2021S05074620710.11,-73.816939,45.649741
4620831.08,2021S05074620831.08,-73.59134,45.373585
4620831.09,2021S05074620831.09,-73.56426,45.364979
4620094.01,2021S05074620094.01,-73.619581,45.462672
4620094.02,2021S05074620094.02,-73.613559,45.460351
4620014.02,2021S05074620014.02,-73.549746,45.56185
4620112.01,2021S05074620112.01,-73.64521,45.494285
4620112.02,2021S05074620112.02,-73.637626,45.490875
4620055.01,2021S05074620055.01,-73.554233,45.507159
4620055.02,2021S05074620055.02,-73.54722,45.498339
4620190.01,2021S05074620190.01,-73.552993,45.577444
4620190.02,2021S05074620190.02,-73.557446,45.571611
4620290.05,2021S05074620290.05,-73.607411,45.625224
4620187.01,2021S05074620187.01,-73.558276,45.545717
4620127.01,2021S05074620127.01,-73.621506,45.499582
4620127.02,2021S05074620127.02,-73.606683,45.500903
4620290.06,2021S05074620290.06,-73.588328,45.638048
4620290.07,2021S05074620290.07,-73.579474,45.643925
4620290.08,2021S05074620290.08,-73.589275,45.646148
4620581.01,2021S05074620581.01,-73.495783,45.662741
4620581.02,2021S05074620581.02,-73.50366,45.664794
4620290.09,2021S05074620290.09,-73.598538,45.63547
4620580.01,2021S05074620580.01,-73.496334,45.676669
4620580.02,2021S05074620580.02,-73.494141,45.69016
4620585.01,2021S05074620585.01,-73.50493,45.687428
4620585.02,2021S05074620585.02,-73.520216,45.654277
4620264.01,2021S05074620264.01,-73.642928,45.557429
4620264.02,2021S05074620264.02,-73.631828,45.553981
4620268.01,2021S05074620268.01,-73.673338,45.536798
4620268.02,2021S05074620268.02,-73.672862,45.533429
4620268.03,2021S05074620268.03,-73.656848,45.532829
4620677.05,2021S05074620677.05,-73.454368,45.757756
4620702.01,2021S05074620702.01,-73.77396,45.661132
4620702.02,2021S05074620702.02,-73.788823,45.671533
4620687.04,2021S05074620687.04,-73.660899,45.706999
4620806.01,2021S05074620806.01,-73.706558,45.35935
4620806.02,2021S05074620806.02,-73.700932,45.347174
4620682.02,2021S05074620682.02,-73.501557,45.75264
4620904.02,2021S05074620904.02,-73.443761,45.692717
4620637.01,2021S05074620637.01,-73.715847,45.583551
4620637.02,2021S05074620637.02,-73.706974,45.573974
4620625.01,2021S05074620625.01,-73.563176,45.677876
4620625.02,2021S05074620625.02,-73.587243,45.66944
4620656.01,2021S05074620656.01,-73.844253,45.552835
4620632.04,2021S05074620632.04,-73.72159,45.612876
4620657.03,2021S05074620657.03,-73.812553,45.564429
4620660.01,2021S05074620660.01,-73.746769,45.614722
4620660.02,2021S05074620660.02,-73.73822,45.619037
4620660.03,2021S05074620660.03,-73.730111,45.624539
4620550.02,2021S05074620550.02,-73.909176,45.486518
4620470.03,2021S05074620470.03,-73.891052,45.443772
4620453.01,2021S05074620453.01,-73.810266,45.459186
4620453.02,2021S05074620453.02,-73.810946,45.469197
4620410.03,2021S05074620410.03,-73.662011,45.520121
4620417.01,2021S05074620417.01,-73.70037,45.522426
4620417.02,2021S05074620417.02,-73.693615,45.515967
4621006.01,2021S05074621006.01,-73.789481,45.871968
4621006.02,2021S05074621006.02,-73.743259,45.830398
4621006.03,2021S05074621006.03,-73.740876,45.815796
4620755.03,2021S05074620755.03,-74.050756,45.394116
4620755.04,2021S05074620755.04,-74.028707,45.389237
4620755.05,2021S05074620755.05,-74.042376,45.381546
4620580.03,2021S05074620580.03,-73.486145,45.692794
4620690.00,2021S05074620690.00,-73.326898,45.90598
4620691.00,2021S05074620691.00,-73.283991,45.884983
4620693.00,2021S05074620693.00,-73.423551,45.825533
4620760.00,2021S05074620760.00,-74.091879,45.339154
4620781.00,2021S05074620781.00,-74.003356,45.769963
4620782.00,2021S05074620782.00,-74.019907,45.77221
4620783.00,2021S05074620783.00,-74.02323,45.790903
4620784.00,2021S05074620784.00,-74.00305,45.78865
4620785.00,2021S05074620785.00,-73.981893,45.794546
4620786.00,2021S05074620786.00,-73.985491,45.7577
4620788.00,2021S05074620788.00,-74.007161,45.801188
4620792.00,2021S05074620792.00,-74.088407,45.81087
4622200.00,2021S05074622200.00,-73.294758,45.340378
4622201.00,2021S05074622201.00,-73.304444,45.355823
4622202.00,2021S05074622202.00,-73.277956,45.350118
4622203.00,2021S05074622203.00,-73.257492,45.363419
4622204.00,2021S05074622204.00,-73.2723,45.371296
4622205.00,2021S05074622205.00,-73.295914,45.3648
4622206.00,2021S05074622206.00,-73.323314,45.369271
4622207.00,2021S05074622207.00,-73.370976,45.390037
4622100.00,2021S05074622100.00,-73.31804,45.300066
4622102.00,2021S05074622102.00,-73.363651,45.309708
4622103.00,2021S05074622103.00,-73.384079,45.371509
4622400.00,2021S05074622400.00,-73.214235,45.313911
4622401.00,2021S05074622401.00,-73.236391,45.278234
4622300.00,2021S05074622300.00,-73.238637,45.297743
4622301.00,2021S05074622301.00,-73.239056,45.307381
4622302.00,2021S05074622302.00,-73.22787,45.306792
4622303.00,2021S05074622303.00,-73.215879,45.305763
4622304.00,2021S05074622304.00,-73.240889,45.31402
4622001.00,2021S05074622001.00,-73.256533,45.270494
4622002.00,2021S05074622002.00,-73.290587,45.268397
4622003.00,2021S05074622003.00,-73.282025,45.296595
4622004.00,2021S05074622004.00,-73.271997,45.300389
4622005.00,2021S05074622005.00,-73.260803,45.29741
4622006.00,2021S05074622006.00,-73.250851,45.296175
4622007.00,2021S05074622007.00,-73.251629,45.306018
4622008.00,2021S05074622008.00,-73.261123,45.306075
4622009.00,2021S05074622009.00,-73.295238,45.308308
4622010.00,2021S05074622010.00,-73.283428,45.316554
4622011.00,2021S05074622011.00,-73.257749,45.31205
4622012.00,2021S05074622012.00,-73.25958,45.319889
4622013.00,2021S05074622013.00,-73.274988,45.322203
4622014.00,2021S05074622014.00,-73.280742,45.334156
4622015.00,2021S05074622015.00,-73.268076,45.333582
4622101.00,2021S05074622101.00,-73.337878,45.306851
4622402.00,2021S05074622402.00,-73.235712,45.319153
4620780.00,2021S05074620780.00,-73.989641,45.778546
4620322.03,2021S05074620322.03,-73.602484,45.425393
4620322.04,2021S05074620322.04,-73.607284,45.42246
4620470.04,2021S05074620470.04,-73.870555,45.452325
4620470.05,2021S05074620470.05,-73.854575,45.460535
4620550.03,2021S05074620550.03,-73.871482,45.507751
4620550.04,2021S05074620550.04,-73.887315,45.502898
4620688.02,2021S05074620688.02,-73.820654,45.761603
4620703.03,2021S05074620703.03,-73.786021,45.649896
4620703.04,2021S05074620703.04,-73.798168,45.643433
4620710.03,2021S05074620710.03,-73.895854,45.688979
4620730.01,2021S05074620730.01,-73.944436,45.534775
4620730.02,2021S05074620730.02,-73.936653,45.52513
4620732.01,2021S05074620732.01,-74.016633,45.532344
4620735.01,2021S05074620735.01,-73.936135,45.7411
4620735.02,2021S05074620735.02,-73.899751,45.711147
4620750.01,2021S05074620750.01,-73.898983,45.371048
4620750.02,2021S05074620750.02,-73.946364,45.369243
4620756.04,2021S05074620756.04,-74.025548,45.403136
4620756.05,2021S05074620756.05,-74.039375,45.401236
4620853.03,2021S05074620853.03,-73.301106,45.522361
4620853.04,2021S05074620853.04,-73.28314,45.502991
4620857.06,2021S05074620857.06,-73.412858,45.505308
4620857.07,2021S05074620857.07,-73.37035,45.490616
4620857.08,2021S05074620857.08,-73.378471,45.480763
4620857.09,2021S05074620857.09,-73.406262,45.484383
4620857.10,2021S05074620857.10,-73.375396,45.466728
4620857.11,2021S05074620857.11,-73.443369,45.502436
4620857.12,2021S05074620857.12,-73.430887,45.497043
4620887.03,2021S05074620887.03,-73.469318,45.60541
4620887.04,2021S05074620887.04,-73.449691,45.595014
4620926.01,2021S05074620926.01,-73.22658,45.409483
4620926.02,2021S05074620926.02,-73.225008,45.482781
4620416.01,2021S05074620416.01,-73.72484,45.521592
4620416.02,2021S05074620416.02,-73.720744,45.517509
4620415.03,2021S05074620415.03,-73.701632,45.502588
4620415.04,2021S05074620415.04,-73.694936,45.507514
4620708.01,2021S05074620708.01,-73.822927,45.641097
4620708.02,2021S05074620708.02,-73.830658,45.649769
4620291.01,2021S05074620291.01,-73.562306,45.657511
4620651.01,2021S05074620651.01,-73.777703,45.549726
4620651.02,2021S05074620651.02,-73.790344,45.558465
4620659.04,2021S05074620659.04,-73.760521,45.603194
4620659.05,2021S05074620659.05,-73.77866,45.591487
4620659.06,2021S05074620659.06,-73.787612,45.617435
4620677.07,2021S05074620677.07,-73.431939,45.769811
4620705.01,2021S05074620705.01,-73.869117,45.655357
4620705.02,2021S05074620705.02,-73.85682,45.645834
4620725.03,2021S05074620725.03,-73.868157,45.577128
4620725.04,2021S05074620725.04,-73.859122,45.585906
4620725.06,2021S05074620725.06,-73.947581,45.577922
4620726.03,2021S05074620726.03,-73.897927,45.569237
4620726.04,2021S05074620726.04,-73.883462,45.574573
4620727.01,2021S05074620727.01,-73.904614,45.562354
4620727.02,2021S05074620727.02,-73.902333,45.556542
4620830.01,2021S05074620830.01,-73.584199,45.399634
4620930.03,2021S05074620930.03,-73.185522,45.527529
4620930.04,2021S05074620930.04,-73.161895,45.556652
4620512.03,2021S05074620512.03,-73.829386,45.51427
4620512.04,2021S05074620512.04,-73.835173,45.50929
4620513.01,2021S05074620513.01,-73.831502,45.50344
4620513.02,2021S05074620513.02,-73.841327,45.49589
4620515.01,2021S05074620515.01,-73.91787,45.457149
4620515.02,2021S05074620515.02,-73.887535,45.459437
4620515.03,2021S05074620515.03,-73.875364,45.460315
4620515.04,2021S05074620515.04,-73.881674,45.464724
4620520.03,2021S05074620520.03,-73.78117,45.494188
4620520.04,2021S05074620520.04,-73.79302,45.48813
4620682.04,2021S05074620682.04,-73.468921,45.758202
4620682.05,2021S05074620682.05,-73.468029,45.762876
4620682.06,2021S05074620682.06,-73.458513,45.77073
4620684.05,2021S05074620684.05,-73.641903,45.717529
4620685.03,2021S05074620685.03,-73.594182,45.731956
4620685.04,2021S05074620685.04,-73.606905,45.736386
4620685.05,2021S05074620685.05,-73.602805,45.759649
4620686.01,2021S05074620686.01,-73.663245,45.762981
4620686.02,2021S05074620686.02,-73.660767,45.741339
4620686.03,2021S05074620686.03,-73.658885,45.729426
4620687.06,2021S05074620687.06,-73.691247,45.717422
4620687.07,2021S05074620687.07,-73.66627,45.718564
4620689.01,2021S05074620689.01,-73.70221,45.764649
4620689.02,2021S05074620689.02,-73.715883,45.772922
4620689.04,2021S05074620689.04,-73.751878,45.795269
4620700.03,2021S05074620700.03,-73.644283,45.705488
4620700.04,2021S05074620700.04,-73.644109,45.696262
4620704.04,2021S05074620704.04,-73.834931,45.618628
4620704.05,2021S05074620704.05,-73.847766,45.603805
4620704.06,2021S05074620704.06,-73.833237,45.598712
4620709.01,2021S05074620709.01,-73.879156,45.667384
4620709.02,2021S05074620709.02,-73.852605,45.657669
4620728.01,2021S05074620728.01,-73.909025,45.550966
4620728.02,2021S05074620728.02,-73.910693,45.539651
4620728.03,2021S05074620728.03,-73.897314,45.544762
4620800.01,2021S05074620800.01,-73.73369,45.379511
4620800.02,2021S05074620800.02,-73.726297,45.367121
4620826.05,2021S05074620826.05,-73.489344,45.461759
4620826.06,2021S05074620826.06,-73.4731,45.46007
4620826.07,2021S05074620826.07,-73.49006,45.451082
4620826.08,2021S05074620826.08,-73.477392,45.453407
4620826.09,2021S05074620826.09,-73.48304,45.445445
4620826.10,2021S05074620826.10,-73.485178,45.437723
4620826.11,2021S05074620826.11,-73.461059,45.448477
4620828.03,2021S05074620828.03,-73.52565,45.380637
4620828.04,2021S05074620828.04,-73.52165,45.397237
4620877.01,2021S05074620877.01,-73.463844,45.549524
4620877.02,2021S05074620877.02,-73.481248,45.543041
4620886.01,2021S05074620886.01,-73.467648,45.568987
4620886.02,2021S05074620886.02,-73.487048,45.555214
4620886.03,2021S05074620886.03,-73.485955,45.573525
4620903.04,2021S05074620903.04,-73.333505,45.591962
4620903.05,2021S05074620903.05,-73.346008,45.593271
4620903.08,2021S05074620903.08,-73.342594,45.601487
4620903.09,2021S05074620903.09,-73.280683,45.652401
4620903.10,2021S05074620903.10,-73.311015,45.662407
4620904.03,2021S05074620904.03,-73.381735,45.675992
4620904.04,2021S05074620904.04,-73.420574,45.67678
4620904.05,2021S05074620904.05,-73.42844,45.682341
4620904.06,2021S05074620904.06,-73.4169,45.685559
4620521.04,2021S05074620521.04,-73.820955,45.495688
4620521.05,2021S05074620521.05,-73.83821,45.488207
4620521.06,2021S05074620521.06,-73.815703,45.4877
4620521.07,2021S05074620521.07,-73.816415,45.479871
4620807.01,2021S05074620807.01,-73.72887,45.326688
4620807.02,2021S05074620807.02,-73.75122,45.294481
4620827.03,2021S05074620827.03,-73.469512,45.416936
4620827.04,2021S05074620827.04,-73.433869,45.394578
4620831.03,2021S05074620831.03,-73.564844,45.380564
4620831.04,2021S05074620831.04,-73.5802,45.38359
4620831.05,2021S05074620831.05,-73.590614,45.388419
4620850.03,2021S05074620850.03,-73.295892,45.440443
4620850.04,2021S05074620850.04,-73.293783,45.417553
4620850.05,2021S05074620850.05,-73.267766,45.426112
4620876.04,2021S05074620876.04,-73.440933,45.532374
4620876.05,2021S05074620876.05,-73.443175,45.548389
4620831.07,2021S05074620831.07,-73.569245,45.33012
4620415.07,2021S05074620415.07,-73.712986,45.514859
4620415.08,2021S05074620415.08,-73.715107,45.483866
4620415.09,2021S05074620415.09,-73.745188,45.495787
4620415.10,2021S05074620415.10,-73.727887,45.507333
4620317.05,2021S05074620317.05,-73.54854,45.458031
4620317.06,2021S05074620317.06,-73.554445,45.451779
4620014.03,2021S05074620014.03,-73.542277,45.560457
4620014.04,2021S05074620014.04,-73.545223,45.555033
4620317.07,2021S05074620317.07,-73.539867,45.468236
4620317.08,2021S05074620317.08,-73.54332,45.459053
4620194.01,2021S05074620194.01,-73.53446,45.612884
4620194.02,2021S05074620194.02,-73.535808,45.609087
4620421.03,2021S05074620421.03,-73.67001,45.52784
4620421.04,2021S05074620421.04,-73.675024,45.527958
4620421.05,2021S05074620421.05,-73.675969,45.530255
4620421.06,2021S05074620421.06,-73.677374,45.530766
4620826.15,2021S05074620826.15,-73.434962,45.427584
4620826.16,2021S05074620826.16,-73.444401,45.443425
4620682.07,2021S05074620682.07,-73.503087,45.789251
4620682.08,2021S05074620682.08,-73.475195,45.778782
4620677.11,2021S05074620677.11,-73.443499,45.77877
4620677.12,2021S05074620677.12,-73.436629,45.777311
4620677.13,2021S05074620677.13,-73.417606,45.788458
4620677.14,2021S05074620677.14,-73.424294,45.777856
4620852.03,2021S05074620852.03,-73.285874,45.471588
4620852.04,2021S05074620852.04,-73.320957,45.474522
4620852.05,2021S05074620852.05,-73.345775,45.418276
4620687.11,2021S05074620687.11,-73.777123,45.705875
4620687.12,2021S05074620687.12,-73.791097,45.691225
4620687.13,2021S05074620687.13,-73.735214,45.685676
4620687.14,2021S05074620687.14,-73.7115,45.698348
4620684.12,2021S05074620684.12,-73.531171,45.736652
4620684.13,2021S05074620684.13,-73.519542,45.717909
4620684.14,2021S05074620684.14,-73.500044,45.715056
4620689.05,2021S05074620689.05,-73.731475,45.761755
4620689.06,2021S05074620689.06,-73.711404,45.759872
4620692.01,2021S05074620692.01,-73.428564,45.83899
4620692.02,2021S05074620692.02,-73.4206,45.838764
4620694.01,2021S05074620694.01,-73.442609,45.901899
4620694.02,2021S05074620694.02,-73.422683,45.878435
4620787.01,2021S05074620787.01,-73.966693,45.786365
4620787.02,2021S05074620787.02,-73.980688,45.769649
4620789.01,2021S05074620789.01,-74.018543,45.820059
4620789.02,2021S05074620789.02,-73.988747,45.806728
4620790.01,2021S05074620790.01,-74.053452,45.778946
4620790.02,2021S05074620790.02,-74.026181,45.756808
4620791.01,2021S05074620791.01,-74.040525,45.798722
4620791.02,2021S05074620791.02,-74.051517,45.812816
4620850.06,2021S05074620850.06,-73.305963,45.442964
4620850.07,2021S05074620850.07,-73.314701,45.43041
4620805.01,2021S05074620805.01,-73.737755,45.352813
4620805.02,2021S05074620805.02,-73.725454,45.352046
4620685.09,2021S05074620685.09,-73.619615,45.739667
4620685.10,2021S05074620685.10,-73.62569,45.731395
4620685.11,2021S05074620685.11,-73.627956,45.724739
4621009.00,2021S05074621009.00,-73.607645,45.845469
