ï»¿Dissemination Area (DA),Province or territory,Dimension 1 Scores,Dimension 2 Scores,Dimension 3 Scores,Dimension 4 Scores,CISV Scores,CISV Quintiles,CISV Most Vulnerable Dimension,da_str
24662664,Quebec,0.16599,0.10862,-1.25744,-0.20588,-0.29718,2,Dimension 1,24662664
24662665,Quebec,0.28619,-0.23012,-0.23976,0.18526,0.00039,3,Dimension 1,24662665
24662666,Quebec,0.38602,-0.46132,-0.40657,-0.2633,-0.18629,3,Dimension 1,24662666
24662667,Quebec,0.00976,0.00528,-0.99948,-0.19265,-0.29427,2,Dimension 1,24662667
24662668,Quebec,0.2928,0.20138,-0.33996,0.15281,0.07676,4,Dimension 1,24662668
24662669,Quebec,1.09767,0.06419,-0.07022,0.42841,0.38001,4,Dimension 1,24662669
24662670,Quebec,0.45857,1.02819,-0.50748,-0.4629,0.12909,4,Dimension 2,24662670
24662671,Quebec,0.6496,-0.09481,0.09466,0.66431,0.32844,4,Dimension 4,24662671
24662672,Quebec,1.24352,0.30414,0.59296,0.47877,0.65485,5,Dimension 1,24662672
24662673,Quebec,0.61163,0.74153,-0.37466,-0.25288,0.1814,4,Dimension 2,24662673
24662674,Quebec,1.47098,-0.0679,0.53211,-0.00958,0.4814,5,Dimension 1,24662674
24662675,Quebec,0.44549,-0.204,-0.37549,-0.34359,-0.1194,3,Dimension 1,24662675
24662676,Quebec,0.89459,0.30169,-0.2878,-0.50577,0.10068,4,Dimension 1,24662676
24662677,Quebec,1.77839,0.99814,0.95677,-0.05373,0.9199,5,Dimension 1,24662677
24662678,Quebec,1.23843,0.48702,0.32362,-0.34788,0.4253,5,Dimension 1,24662678
24662679,Quebec,0.73763,-0.48515,-0.28321,-0.30871,-0.08486,3,Dimension 1,24662679
24662680,Quebec,1.54223,-0.86519,0.85983,0.13971,0.41914,5,Dimension 1,24662680
24662681,Quebec,1.54448,-0.26308,0.96001,-0.07183,0.5424,5,Dimension 1,24662681
24662682,Quebec,1.71939,-0.24679,2.1453,-0.09741,0.88012,5,Dimension 3,24662682
24662683,Quebec,1.20746,-0.63243,0.55652,-0.75442,0.09428,4,Dimension 1,24662683
24662684,Quebec,1.28745,-0.00881,0.2501,-0.333,0.29894,4,Dimension 1,24662684
24662685,Quebec,1.22547,0.56985,1.11357,-0.71679,0.54803,5,Dimension 1,24662685
24662686,Quebec,0.89077,-0.23971,0.11495,-0.55578,0.05256,4,Dimension 1,24662686
24662687,Quebec,1.56512,0.14528,0.92741,-0.05505,0.64569,5,Dimension 1,24662687
24662688,Quebec,1.91909,-0.0853,0.69104,-0.10005,0.6062,5,Dimension 1,24662688
24662689,Quebec,1.70832,-0.21394,1.31873,0.08791,0.72525,5,Dimension 1,24662689
24662690,Quebec,1.31605,-0.41169,0.84206,-0.18513,0.39032,4,Dimension 1,24662690
24662691,Quebec,1.23868,-0.6079,1.12296,-0.48365,0.31752,4,Dimension 1,24662691
24662692,Quebec,0.95303,0.66378,0.06978,-0.32726,0.33983,4,Dimension 1,24662692
24662693,Quebec,1.15145,0.12621,-0.74939,-0.2875,0.06019,4,Dimension 1,24662693
24662694,Quebec,0.61359,0.52253,-0.34459,0.63463,0.35654,4,Dimension 4,24662694
24662695,Quebec,1.4389,-0.00715,0.50958,0.20822,0.53739,5,Dimension 1,24662695
24662696,Quebec,1.15926,-0.35808,0.9524,-0.67225,0.27033,4,Dimension 1,24662696
24662697,Quebec,1.13993,0.31352,0.01393,0.53275,0.50003,5,Dimension 1,24662697
24662698,Quebec,0.71912,0.80798,0.1436,-0.46553,0.30129,4,Dimension 2,24662698
24662699,Quebec,1.76634,1.00017,0.29052,0.78296,0.96,5,Dimension 1,24662699
24662703,Quebec,0.84737,1.76406,-0.6429,0.87159,0.71003,5,Dimension 2,24662703
24662704,Quebec,1.67194,-0.39828,0.80595,0.38527,0.61622,5,Dimension 1,24662704
24662705,Quebec,1.63121,7.1819,-2.03094,1.10037,1.97063,5,Dimension 2,24662705
24662706,Quebec,1.95578,-0.09815,0.04388,0.61364,0.62879,5,Dimension 1,24662706
24662707,Quebec,-0.31165,0.04019,-0.80605,0.05314,-0.25609,2,Dimension 4,24662707
24662708,Quebec,1.16859,-0.44561,0.1407,0.66103,0.38118,4,Dimension 1,24662708
24662709,Quebec,0.58951,-0.5608,0.2983,0.73686,0.26597,4,Dimension 4,24662709
24662710,Quebec,0.6134,-0.24718,1.04904,-0.99997,0.10382,4,Dimension 3,24662710
24662711,Quebec,0.95739,0.26471,0.37329,-0.23394,0.34036,4,Dimension 1,24662711
24662712,Quebec,1.31238,0.75521,0.61005,-0.52554,0.53802,5,Dimension 1,24662712
24662713,Quebec,1.03212,-0.28764,0.38035,-0.70051,0.10608,4,Dimension 1,24662713
24662714,Quebec,0.49566,3.42994,-0.17329,0.55564,1.07699,5,Dimension 2,24662714
24662715,Quebec,1.5417,-0.31528,0.38995,0.26116,0.46938,5,Dimension 1,24662715
24662716,Quebec,0.96539,0.62906,0.14055,0.62304,0.58951,5,Dimension 1,24662716
24662717,Quebec,1.48344,0.1903,0.91107,-0.68654,0.47457,5,Dimension 1,24662717
24662718,Quebec,2.07441,0.64994,1.76634,0.60763,1.27458,5,Dimension 1,24662718
24662719,Quebec,1.45697,0.49983,0.55048,-0.33638,0.54273,5,Dimension 1,24662719
24662720,Quebec,0.90664,-0.31939,0.02627,-0.07423,0.13482,4,Dimension 1,24662720
24662721,Quebec,1.69032,-0.00913,0.76735,0.0243,0.61821,5,Dimension 1,24662721
24662722,Quebec,1.1498,0.21358,0.49438,-0.82922,0.25714,4,Dimension 1,24662722
24662723,Quebec,1.30826,0.66174,0.46158,0.86892,0.82513,5,Dimension 1,24662723
24662724,Quebec,1.06488,0.66301,0.43361,-0.70404,0.36436,4,Dimension 1,24662724
24662725,Quebec,1.10326,0.45033,0.36906,-0.45059,0.36801,4,Dimension 1,24662725
24662726,Quebec,1.42785,-0.36586,0.76716,-0.1351,0.42351,5,Dimension 1,24662726
24662727,Quebec,1.43637,0.08205,0.22412,0.41874,0.54032,5,Dimension 1,24662727
24662728,Quebec,1.31005,-0.71693,0.92916,-0.02628,0.374,4,Dimension 1,24662728
24662729,Quebec,0.99333,-0.16613,0.754,-0.63339,0.23695,4,Dimension 1,24662729
24662730,Quebec,1.39305,0.7809,0.7151,-0.66987,0.55479,5,Dimension 1,24662730
24662731,Quebec,-0.0816,0.04195,-0.19292,-0.63933,-0.21797,2,Dimension 2,24662731
24662732,Quebec,-0.00522,0.04319,0.10568,-1.71225,-0.39215,2,Dimension 3,24662732
24662733,Quebec,0.30507,0.08859,-0.39391,-0.40156,-0.10045,3,Dimension 1,24662733
24662734,Quebec,1.6263,-0.12205,0.88582,-1.34559,0.26112,4,Dimension 1,24662734
24662735,Quebec,0.45681,0.72483,0.87343,-1.31141,0.18592,4,Dimension 3,24662735
24662736,Quebec,1.13127,-0.47925,0.32957,-0.68838,0.0733,4,Dimension 1,24662736
24662737,Quebec,0.97913,0.0104,0.39864,-0.13006,0.31453,4,Dimension 1,24662737
24662738,Quebec,0.89904,0.0397,0.73013,-0.68458,0.24607,4,Dimension 1,24662738
24662739,Quebec,0.55589,0.35129,0.60224,-0.24517,0.31606,4,Dimension 3,24662739
24662740,Quebec,1.85948,-0.0864,1.09712,0.03358,0.72595,5,Dimension 1,24662740
24662741,Quebec,1.58821,0.70306,0.69268,-0.37761,0.65158,5,Dimension 1,24662741
24662742,Quebec,0.884,0.28938,0.2693,-0.55413,0.22214,4,Dimension 1,24662742
24662743,Quebec,1.00398,-0.85353,1.1221,0.02182,0.32359,4,Dimension 3,24662743
24662744,Quebec,1.27791,-0.2809,0.77761,-0.46759,0.32676,4,Dimension 1,24662744
24662745,Quebec,1.03307,0.21374,0.47462,-0.85616,0.21632,4,Dimension 1,24662745
24662746,Quebec,1.42707,-0.2478,0.79379,0.14912,0.53055,5,Dimension 1,24662746
24662747,Quebec,2.0316,0.62649,0.64785,1.56144,1.21685,5,Dimension 1,24662747
24662748,Quebec,0.6063,0.16709,0.88021,-0.79812,0.21387,4,Dimension 3,24662748
24662749,Quebec,0.57225,-0.304,0.30578,-0.52224,0.01295,3,Dimension 1,24662749
24662750,Quebec,0.91831,0.20964,0.02592,-0.81697,0.08422,4,Dimension 1,24662750
24662751,Quebec,0.8744,0.56529,-0.16554,-0.50489,0.19232,4,Dimension 1,24662751
24662752,Quebec,0.8698,0.85028,0.24037,-0.32086,0.4099,5,Dimension 1,24662752
24662753,Quebec,0.80278,-0.12442,1.35103,-0.98866,0.26018,4,Dimension 3,24662753
24662754,Quebec,1.29846,1.47632,0.98614,-0.78894,0.74299,5,Dimension 2,24662754
24662755,Quebec,0.58969,-0.01588,0.29943,-0.39344,0.11995,4,Dimension 1,24662755
24662756,Quebec,1.10244,-0.37693,1.17558,-0.82312,0.26949,4,Dimension 3,24662756
24662757,Quebec,1.19634,0.21081,1.08131,-0.67843,0.45251,5,Dimension 1,24662757
24662758,Quebec,1.75738,-0.4184,0.65823,0.21213,0.55233,5,Dimension 1,24662758
24662759,Quebec,0.53091,0.07023,0.28316,-1.35325,-0.11724,3,Dimension 1,24662759
24662760,Quebec,1.93906,0.26713,0.76504,0.86723,0.95961,5,Dimension 1,24662760
24662761,Quebec,1.63646,-0.49089,1.16326,0.20476,0.6284,5,Dimension 1,24662761
24662762,Quebec,1.20354,-0.33379,1.2459,-0.49864,0.40425,4,Dimension 3,24662762
24662763,Quebec,1.0209,0.45062,1.01614,0.31667,0.70108,5,Dimension 1,24662763
24662764,Quebec,1.56465,-0.72712,0.89988,-0.0179,0.42988,5,Dimension 1,24662764
24662765,Quebec,0.80562,-0.85109,0.22519,0.76804,0.23694,4,Dimension 1,24662765
24662766,Quebec,0.97114,-0.15315,0.86827,-0.82187,0.2161,4,Dimension 1,24662766
24662767,Quebec,1.69264,0.03563,2.96784,0.00315,1.17481,5,Dimension 3,24662767
24662768,Quebec,1.60216,0.12541,0.95859,0.68426,0.8426,5,Dimension 1,24662768
24662769,Quebec,1.24035,0.74017,1.4659,1.18569,1.15803,5,Dimension 3,24662769
24662770,Quebec,1.89444,1.22398,1.3047,1.64976,1.51822,5,Dimension 1,24662770
24662771,Quebec,1.33902,0.08363,1.62349,0.29079,0.83423,5,Dimension 3,24662771
24662772,Quebec,1.3189,0.02703,1.6096,-1.00656,0.48724,5,Dimension 3,24662772
24662773,Quebec,2.38406,0.85518,2.22142,1.12879,1.64736,5,Dimension 1,24662773
24662774,Quebec,1.99195,0.21815,2.0762,0.21454,1.12521,5,Dimension 3,24662774
24662775,Quebec,1.57759,-0.13214,0.82412,0.3132,0.64569,5,Dimension 1,24662775
24662776,Quebec,1.55902,-0.41881,0.71567,0.10222,0.48952,5,Dimension 1,24662776
24662777,Quebec,2.12497,-0.86859,1.79429,2.03246,1.27078,5,Dimension 1,24662777
24662778,Quebec,0.7507,1.44268,0.43962,-0.2666,0.5916,5,Dimension 2,24662778
24662779,Quebec,1.17865,-0.6231,1.74978,-0.5019,0.45086,5,Dimension 3,24662779
24662780,Quebec,0.24834,0.0145,0.67947,-1.21147,-0.06729,3,Dimension 3,24662780
24662781,Quebec,1.70578,1.61746,1.57184,0.58054,1.3689,5,Dimension 1,24662781
24662782,Quebec,0.24318,0.23372,-0.07951,-1.31084,-0.22836,2,Dimension 1,24662782
24662783,Quebec,0.43764,0.2592,-0.00755,-0.62882,0.01512,3,Dimension 1,24662783
24662784,Quebec,0.65337,0.3581,0.10839,-0.91951,0.05009,4,Dimension 1,24662784
24662785,Quebec,0.37643,0.10504,-0.30588,-0.40866,-0.05827,3,Dimension 1,24662785
24662786,Quebec,-0.15438,0.34791,-0.65234,-1.45796,-0.47919,1,Dimension 2,24662786
24662787,Quebec,1.34563,-0.65563,0.50889,-0.55221,0.16167,4,Dimension 1,24662787
24662788,Quebec,0.64977,0.67258,0.78796,-0.1046,0.50143,5,Dimension 3,24662788
24662789,Quebec,-0.18992,-0.33218,-0.17089,-1.1461,-0.45977,1,Dimension 3,24662789
24662790,Quebec,0.56148,-0.08549,-0.34828,-0.62372,-0.124,3,Dimension 1,24662790
24662791,Quebec,0.67265,0.12874,0.75365,-0.59942,0.2389,4,Dimension 3,24662791
24662792,Quebec,0.71608,-0.03548,0.31763,-0.57601,0.10555,4,Dimension 1,24662792
24662793,Quebec,0.63042,0.57088,0.50818,-0.20174,0.37693,4,Dimension 1,24662793
24662794,Quebec,0.58756,-0.19078,-0.08062,-0.18684,0.03233,3,Dimension 1,24662794
24662795,Quebec,-0.04242,0.22671,-0.35402,-0.29242,-0.11554,3,Dimension 2,24662795
24662796,Quebec,0.54527,0.0372,-0.0985,-0.67807,-0.04853,3,Dimension 1,24662796
24662797,Quebec,2.19498,0.6793,1.04681,0.038,0.98977,5,Dimension 1,24662797
24662798,Quebec,1.04632,1.10675,0.10838,0.51941,0.69522,5,Dimension 2,24662798
24662799,Quebec,-0.0113,0.23589,-0.20816,-0.0732,-0.01419,3,Dimension 2,24662799
24662800,Quebec,0.91439,0.25431,0.21063,-0.03483,0.33613,4,Dimension 1,24662800
24662801,Quebec,0.59283,0.34124,-0.18917,0.26718,0.25302,4,Dimension 1,24662801
24662802,Quebec,1.52977,0.12496,0.39054,-1.18998,0.21382,4,Dimension 1,24662802
24662803,Quebec,1.02791,0.7253,0.56884,-0.6761,0.41149,5,Dimension 1,24662803
24662804,Quebec,1.22483,-0.11307,0.93525,-0.14383,0.47579,5,Dimension 1,24662804
24662805,Quebec,1.00731,0.27121,1.36027,-0.53676,0.52551,5,Dimension 3,24662805
24662806,Quebec,1.08129,0.41879,1.75335,-1.13632,0.52928,5,Dimension 3,24662806
24662807,Quebec,-0.03482,0.14957,-0.11222,-1.1637,-0.29029,2,Dimension 2,24662807
24662808,Quebec,0.41438,-0.24484,-0.08413,-0.44766,-0.09056,3,Dimension 1,24662808
24662809,Quebec,0.36392,0.33018,0.5238,-0.97144,0.06162,4,Dimension 3,24662809
24662810,Quebec,0.24575,1.02403,-0.29437,-1.41125,-0.10896,3,Dimension 2,24662810
24662811,Quebec,0.4812,0.9266,0.18294,-0.75468,0.20902,4,Dimension 2,24662811
24662812,Quebec,0.28249,0.09621,0.49134,-1.41572,-0.13642,3,Dimension 3,24662812
24662813,Quebec,1.83969,0.56319,3.2976,-0.7379,1.24064,5,Dimension 3,24662813
24662814,Quebec,1.60134,0.27485,1.78316,0.35727,1.00415,5,Dimension 3,24662814
24662815,Quebec,1.82238,0.38735,1.91138,0.8739,1.24875,5,Dimension 3,24662815
24662816,Quebec,0.59723,0.28527,0.27327,0.06705,0.30571,4,Dimension 1,24662816
24662817,Quebec,1.27659,0.34721,1.02518,-0.16516,0.62095,5,Dimension 1,24662817
24662819,Quebec,1.10872,5.34192,-2.13052,0.48995,1.20252,5,Dimension 2,24662819
24662821,Quebec,1.41296,6.47231,-2.1863,0.64146,1.58511,5,Dimension 2,24662821
24662822,Quebec,0.21174,0.15732,-0.58328,-1.09821,-0.32811,2,Dimension 1,24662822
24662823,Quebec,0.00198,0.4152,0.05107,0.21801,0.17156,4,Dimension 2,24662823
24662824,Quebec,0.9807,-0.29465,0.61449,-1.37525,-0.01868,3,Dimension 1,24662824
24662825,Quebec,0.31351,0.02611,-0.66903,-0.96472,-0.32353,2,Dimension 1,24662825
24662826,Quebec,0.03409,0.5413,-0.66431,-0.58527,-0.16855,3,Dimension 2,24662826
24662827,Quebec,0.51059,0.09761,0.1262,-0.98558,-0.0628,3,Dimension 1,24662827
24662828,Quebec,0.02338,0.32316,0.47062,-0.41133,0.10146,4,Dimension 3,24662828
24662829,Quebec,0.24226,0.55123,-0.43725,-1.08388,-0.18191,3,Dimension 2,24662829
24662830,Quebec,0.71453,2.20732,-0.5371,-0.41045,0.49358,5,Dimension 2,24662830
24662831,Quebec,-0.54698,-0.19112,-0.70096,-1.26684,-0.67647,1,Dimension 2,24662831
24662832,Quebec,-0.33002,-0.19088,-0.58995,-0.91885,-0.50743,1,Dimension 2,24662832
24662833,Quebec,0.21959,1.2222,-0.37728,-1.62481,-0.14007,3,Dimension 2,24662833
24662834,Quebec,1.81009,0.17875,0.86466,0.08035,0.73346,5,Dimension 1,24662834
24662835,Quebec,0.60328,0.44249,0.20032,-1.24075,0.00134,3,Dimension 1,24662835
24662836,Quebec,0.15594,1.23594,0.0358,-0.80177,0.15648,4,Dimension 2,24662836
24662837,Quebec,-0.14712,0.26351,-0.26996,-1.14919,-0.32569,2,Dimension 2,24662837
24662838,Quebec,0.05255,0.05797,-0.58077,-1.32523,-0.44887,2,Dimension 2,24662838
24662839,Quebec,0.02798,-0.72179,-0.15413,-1.25128,-0.52481,1,Dimension 1,24662839
24662840,Quebec,0.97466,0.38802,0.04868,-0.27923,0.28303,4,Dimension 1,24662840
24662841,Quebec,-0.07624,0.02748,-0.34822,-1.11166,-0.37716,2,Dimension 2,24662841
24662842,Quebec,1.00319,0.41589,0.34788,-0.68218,0.27119,4,Dimension 1,24662842
24662843,Quebec,-0.05615,0.36905,-0.4906,-1.25384,-0.35789,2,Dimension 2,24662843
24662844,Quebec,0.16945,0.6114,-0.18438,-1.30064,-0.17604,3,Dimension 2,24662844
24662845,Quebec,0.86755,0.57299,1.24019,-1.18486,0.37397,4,Dimension 3,24662845
24662848,Quebec,-0.26756,0.37212,-0.86566,-0.42267,-0.29594,2,Dimension 2,24662848
24662849,Quebec,0.38506,0.14493,-0.03203,-0.89721,-0.09981,3,Dimension 1,24662849
24662850,Quebec,0.81074,1.01844,0.30672,-0.86059,0.31883,4,Dimension 2,24662850
24662851,Quebec,-0.13731,-0.96225,-0.23161,-0.76491,-0.52402,1,Dimension 1,24662851
24662852,Quebec,0.17857,0.14083,-0.27469,-1.4534,-0.35217,2,Dimension 1,24662852
24662853,Quebec,0.6129,2.13852,-0.7626,-1.09433,0.22362,4,Dimension 2,24662853
24662854,Quebec,0.23128,0.78248,-0.28806,-0.28278,0.11073,4,Dimension 2,24662854
24662855,Quebec,-0.10341,0.18917,-0.75972,-0.76096,-0.35873,2,Dimension 2,24662855
24662856,Quebec,-0.30651,0.34628,-0.7517,-1.77376,-0.62142,1,Dimension 2,24662856
24662857,Quebec,0.2281,0.47142,-0.05142,-0.55924,0.02221,3,Dimension 2,24662857
24662858,Quebec,0.27926,0.60065,-0.57828,-1.57896,-0.31933,2,Dimension 2,24662858
24662859,Quebec,0.22345,-0.12659,0.50799,-1.4359,-0.20776,2,Dimension 3,24662859
24662860,Quebec,0.67876,1.29907,0.1128,-0.03331,0.51433,5,Dimension 2,24662860
24662861,Quebec,0.38215,0.58922,0.23863,-1.20202,0.002,3,Dimension 2,24662861
24662862,Quebec,-0.46797,-0.41752,-0.27763,-1.02045,-0.54589,1,Dimension 3,24662862
24662863,Quebec,0.72505,0.75819,0.12636,0.46154,0.51778,5,Dimension 2,24662863
24662864,Quebec,0.25214,0.17397,-0.17407,-1.14495,-0.22323,2,Dimension 1,24662864
24662865,Quebec,0.2413,-0.22793,-0.18498,-0.61147,-0.19577,3,Dimension 1,24662865
24662866,Quebec,-0.10629,-0.01426,-0.96445,-1.71826,-0.70082,1,Dimension 2,24662866
24662867,Quebec,-0.03666,0.96808,-0.47052,-1.46014,-0.24981,2,Dimension 2,24662867
24662868,Quebec,0.30189,-0.37326,0.17282,-1.51804,-0.35415,2,Dimension 1,24662868
24662869,Quebec,0.24103,1.03581,0.4718,-1.1924,0.13906,4,Dimension 2,24662869
24662870,Quebec,0.09351,0.45425,-0.31953,-0.91609,-0.17196,3,Dimension 2,24662870
24662871,Quebec,0.14905,-0.63525,-0.43364,-0.65628,-0.39403,2,Dimension 1,24662871
24662872,Quebec,0.03774,0.19064,-0.53367,-0.60691,-0.22805,2,Dimension 2,24662872
24662873,Quebec,0.1078,0.98364,0.03385,-0.73029,0.09875,4,Dimension 2,24662873
24662874,Quebec,0.52361,0.24399,-0.58457,-1.34989,-0.29172,2,Dimension 1,24662874
24662875,Quebec,0.35238,-0.04931,0.11592,-1.27829,-0.21482,2,Dimension 1,24662875
24662876,Quebec,-0.0348,0.15844,-0.73087,-0.42534,-0.25814,2,Dimension 2,24662876
24662877,Quebec,-0.61788,0.89297,-0.20406,-0.85921,-0.19704,3,Dimension 2,24662877
24662878,Quebec,0.27363,0.82154,-0.23292,-0.88132,-0.00477,3,Dimension 2,24662878
24662879,Quebec,0.5805,1.84251,0.16755,-1.95149,0.15977,4,Dimension 2,24662879
24662880,Quebec,0.20996,0.70133,0.21016,-1.37826,-0.0642,3,Dimension 2,24662880
24662881,Quebec,-0.18023,1.14075,-0.42426,-1.19346,-0.1643,3,Dimension 2,24662881
24662882,Quebec,-0.16606,0.09452,0.18059,-0.90845,-0.19985,3,Dimension 3,24662882
24662883,Quebec,0.31499,0.25138,-0.13334,-0.91773,-0.12117,3,Dimension 1,24662883
24662884,Quebec,1.71224,-0.28184,2.76591,-1.34888,0.71186,5,Dimension 3,24662884
24662885,Quebec,0.22635,0.30434,0.41599,-0.93754,0.00229,3,Dimension 3,24662885
24662886,Quebec,0.79776,-0.64253,-0.11606,-0.11818,-0.01975,3,Dimension 1,24662886
24662887,Quebec,1.40683,-0.54729,0.06076,-0.23797,0.17058,4,Dimension 1,24662887
24662888,Quebec,0.29285,-0.28582,-0.1228,-0.42507,-0.13521,3,Dimension 1,24662888
24662889,Quebec,0.70433,-0.43253,-0.33256,-0.55407,-0.1537,3,Dimension 1,24662889
24662890,Quebec,0.95323,-0.48541,0.59094,-0.31962,0.18479,4,Dimension 1,24662890
24662891,Quebec,1.04829,-0.52968,0.53906,-1.21231,-0.03866,3,Dimension 1,24662891
24662892,Quebec,0.01675,-0.10208,0.42084,-0.87069,-0.1338,3,Dimension 3,24662892
24662893,Quebec,0.37957,-0.29113,0.21687,-1.0838,-0.19462,3,Dimension 1,24662893
24662894,Quebec,0.51341,0.87354,-0.05114,-0.71285,0.15574,4,Dimension 2,24662894
24662895,Quebec,0.14613,0.0826,0.04442,-1.01226,-0.18478,3,Dimension 1,24662895
24662896,Quebec,0.43334,0.34899,0.53568,-0.99724,0.08019,4,Dimension 3,24662896
24662897,Quebec,0.23754,-0.59058,-0.39034,-1.36136,-0.52619,1,Dimension 1,24662897
24662898,Quebec,1.52029,0.0248,1.70449,-2.18201,0.26689,4,Dimension 3,24662898
24662899,Quebec,0.16532,-0.20205,-0.32369,-1.09754,-0.36449,2,Dimension 1,24662899
24662900,Quebec,0.57857,0.00792,0.4079,-0.70475,0.07241,4,Dimension 1,24662900
24662901,Quebec,-0.23752,0.09144,-0.441,-0.51435,-0.27536,2,Dimension 2,24662901
24662902,Quebec,0.7269,-0.28913,0.36838,-0.52714,0.06975,4,Dimension 1,24662902
24662903,Quebec,0.43443,0.73907,-0.35992,-1.29026,-0.11917,3,Dimension 2,24662903
24662904,Quebec,-0.13095,0.05726,-0.08543,-0.87546,-0.25864,2,Dimension 2,24662904
24662905,Quebec,0.42999,-1.27565,0.33496,0.80035,0.07241,4,Dimension 4,24662905
24662906,Quebec,0.05815,0.6864,-1.24159,0.1234,-0.09341,3,Dimension 2,24662906
24662907,Quebec,0.22837,-0.08416,-0.39329,-0.63594,-0.22126,2,Dimension 1,24662907
24662908,Quebec,0.99797,0.0355,0.12777,-0.86494,0.07408,4,Dimension 1,24662908
24662909,Quebec,0.26222,-1.21371,-0.65063,-0.47857,-0.52017,1,Dimension 1,24662909
24662910,Quebec,0.7441,0.38127,0.05426,0.16843,0.33702,4,Dimension 1,24662910
24662911,Quebec,-0.24416,-0.56514,-0.25348,-0.78275,-0.46138,1,Dimension 1,24662911
24662912,Quebec,0.5527,0.13466,0.51994,0.59699,0.45107,5,Dimension 4,24662912
24662913,Quebec,-0.57817,0.08297,-0.02755,-0.73113,-0.31347,2,Dimension 2,24662913
24662914,Quebec,-0.32837,-0.13243,0.59398,-0.04539,0.02195,3,Dimension 3,24662914
24662915,Quebec,0.09405,0.66966,1.43996,-0.44527,0.4396,5,Dimension 3,24662915
24662916,Quebec,0.33576,-0.23583,0.21794,-0.14452,0.04334,3,Dimension 1,24662916
24662917,Quebec,0.07521,-0.17958,0.27557,-0.04554,0.03141,3,Dimension 3,24662917
24662918,Quebec,0.45271,0.40773,0.62503,-0.81333,0.16804,4,Dimension 3,24662918
24662919,Quebec,-0.63707,0.28972,-0.71267,-0.98247,-0.51062,1,Dimension 2,24662919
24662920,Quebec,0.28132,0.4543,0.6983,0.06232,0.37406,4,Dimension 3,24662920
24662921,Quebec,-0.22515,-0.6472,-0.37341,-1.32578,-0.64289,1,Dimension 1,24662921
24662922,Quebec,0.09619,0.59723,-0.38135,-0.38441,-0.01808,3,Dimension 2,24662922
24662923,Quebec,-0.60495,0.80698,-0.48563,-0.02662,-0.07756,3,Dimension 2,24662923
24662924,Quebec,0.17228,0.26031,-0.51154,-0.90365,-0.24565,2,Dimension 2,24662924
24662925,Quebec,0.18535,0.54066,0.53543,0.38127,0.41068,5,Dimension 2,24662925
24662926,Quebec,-0.01749,0.15937,-0.05557,-0.30109,-0.0537,3,Dimension 2,24662926
24662927,Quebec,-0.46867,0.50689,-0.62023,-0.1144,-0.1741,3,Dimension 2,24662927
24662928,Quebec,-0.54101,0.27572,-0.75523,-1.65731,-0.66946,1,Dimension 2,24662928
24662929,Quebec,-0.08287,1.10983,-0.35696,0.24991,0.22998,4,Dimension 2,24662929
24662930,Quebec,-0.05601,-0.46656,-0.06869,-1.29088,-0.47053,1,Dimension 1,24662930
24662931,Quebec,-0.09318,0.34596,-0.34131,-0.9183,-0.25171,2,Dimension 2,24662931
24662932,Quebec,0.30487,1.11204,0.98587,0.89465,0.82436,5,Dimension 2,24662932
24662933,Quebec,-0.49751,-0.78498,-0.26976,-0.98385,-0.63402,1,Dimension 3,24662933
24662934,Quebec,-0.37762,-0.08747,-0.4365,-0.79502,-0.42415,2,Dimension 2,24662934
24662935,Quebec,0.03836,1.56561,-0.4428,-0.70621,0.11374,4,Dimension 2,24662935
24662936,Quebec,-0.32874,-1.07425,-0.60552,-0.85454,-0.71576,1,Dimension 1,24662936
24662937,Quebec,-0.65468,-0.30496,-0.8531,-1.4274,-0.81003,1,Dimension 2,24662937
24662938,Quebec,0.10126,-0.07641,0.72006,-1.03589,-0.07275,3,Dimension 3,24662938
24662939,Quebec,-0.14786,-0.90914,-0.4691,-1.11856,-0.66116,1,Dimension 1,24662939
24662940,Quebec,0.27678,-1.22336,0.34634,-1.08244,-0.42067,2,Dimension 3,24662940
24662941,Quebec,-0.08709,-0.49726,-0.53138,-1.24972,-0.59136,1,Dimension 1,24662941
24662942,Quebec,0.14571,-1.25835,0.23528,-0.24362,-0.28025,2,Dimension 3,24662942
24662943,Quebec,-0.29731,-0.86154,-0.46961,-1.26501,-0.72337,1,Dimension 1,24662943
24662944,Quebec,-0.41308,-1.11726,-0.53433,-0.72158,-0.69657,1,Dimension 1,24662944
24662945,Quebec,0.10339,-1.04396,-0.41209,-1.11914,-0.61795,1,Dimension 1,24662945
24662946,Quebec,-0.15478,-0.99142,-0.5052,-0.87447,-0.63147,1,Dimension 1,24662946
24662947,Quebec,-0.05695,0.90351,-0.13988,-0.69977,0.00173,3,Dimension 2,24662947
