ï»¿Dissemination Area (DA),Province or territory,Dimension 1 Scores,Dimension 2 Scores,Dimension 3 Scores,Dimension 4 Scores,CISV Scores,CISV Quintiles,CISV Most Vulnerable Dimension,da_str
24661617,Quebec,1.59133,3.32575,-0.62659,0.47409,1.19114,5,Dimension 2,24661617
24661618,Quebec,2.36097,0.16131,1.61493,-0.74516,0.84801,5,Dimension 1,24661618
24661619,Quebec,1.3099,0.07764,-1.25385,0.27301,0.10168,4,Dimension 1,24661619
24661620,Quebec,0.83987,-0.61761,-1.03308,-0.47118,-0.3205,2,Dimension 1,24661620
24661621,Quebec,1.61205,-0.15216,-0.00835,0.76032,0.55296,5,Dimension 1,24661621
24661622,Quebec,1.58116,-0.75221,0.53377,0.22684,0.39739,4,Dimension 1,24661622
24661623,Quebec,1.74211,-0.07558,1.63276,0.5157,0.95375,5,Dimension 1,24661623
24661624,Quebec,2.51451,0.84503,1.85016,-0.05713,1.28814,5,Dimension 1,24661624
24661625,Quebec,0.61941,-0.9329,-0.45414,0.72143,-0.01155,3,Dimension 4,24661625
24661626,Quebec,0.43017,-0.60461,-0.49708,0.21765,-0.11347,3,Dimension 1,24661626
24661627,Quebec,0.03157,-1.13485,-0.66634,0.64736,-0.28057,2,Dimension 4,24661627
24661628,Quebec,0.27887,-1.57343,-0.17421,0.42305,-0.26143,2,Dimension 4,24661628
24661629,Quebec,-0.04421,-1.64781,-0.59325,1.18439,-0.27522,2,Dimension 4,24661629
24661630,Quebec,0.97918,0.34657,0.30791,-0.2091,0.35614,4,Dimension 1,24661630
24661631,Quebec,0.11924,0.20781,-0.44445,-0.31835,-0.10894,3,Dimension 2,24661631
24661632,Quebec,-0.05947,-0.24161,-0.45502,0.20886,-0.13681,3,Dimension 4,24661632
24661633,Quebec,-0.16361,-0.32446,-0.65702,0.09014,-0.26374,2,Dimension 4,24661633
24661634,Quebec,0.35272,-0.57734,-0.25966,0.46233,-0.00549,3,Dimension 4,24661634
24661635,Quebec,0.31236,-0.22693,-0.71633,0.22906,-0.10046,3,Dimension 1,24661635
24661636,Quebec,-0.16504,-0.26316,-0.45532,0.15943,-0.18102,3,Dimension 4,24661636
24661637,Quebec,0.23757,0.34106,-0.3605,0.44594,0.16602,4,Dimension 4,24661637
24661638,Quebec,-0.37933,-0.37494,-0.36693,0.03715,-0.27101,2,Dimension 4,24661638
24661639,Quebec,0.42814,0.07699,-0.19074,1.36948,0.42097,5,Dimension 4,24661639
24661640,Quebec,0.37161,-0.19356,0.00045,0.51375,0.17306,4,Dimension 4,24661640
24661641,Quebec,0.02151,-0.63141,-0.49338,-0.42952,-0.3832,2,Dimension 1,24661641
24661642,Quebec,0.00739,-0.86547,0.2459,0.06367,-0.13713,3,Dimension 3,24661642
24661643,Quebec,0.19167,-1.12611,-0.52454,0.09751,-0.34037,2,Dimension 1,24661643
24661644,Quebec,0.23764,-1.13344,-0.74086,0.36797,-0.31717,2,Dimension 4,24661644
24661645,Quebec,0.13786,-0.75128,-1.06558,0.54863,-0.28259,2,Dimension 4,24661645
24661646,Quebec,-0.31848,-0.81421,-1.20782,0.42228,-0.47956,1,Dimension 4,24661646
24661647,Quebec,0.03272,-1.2209,-0.70032,0.36621,-0.38057,2,Dimension 4,24661647
24661648,Quebec,0.37001,-0.42586,-0.5917,0.6733,0.00644,3,Dimension 4,24661648
24661649,Quebec,0.27814,-0.36273,-0.59264,-0.02433,-0.17539,3,Dimension 1,24661649
24661650,Quebec,-0.07753,-0.47444,-0.60897,0.44265,-0.17957,3,Dimension 4,24661650
24661651,Quebec,0.54527,0.03693,-0.93876,0.66077,0.07605,4,Dimension 4,24661651
24661652,Quebec,0.53498,-0.80333,0.57872,0.59491,0.22632,4,Dimension 4,24661652
24661653,Quebec,0.20998,0.0565,-0.40174,0.22516,0.02247,3,Dimension 4,24661653
24661654,Quebec,0.64318,-0.05221,-0.1115,0.18525,0.16618,4,Dimension 1,24661654
24661655,Quebec,0.2435,-0.76129,-0.5694,-0.08958,-0.29419,2,Dimension 1,24661655
24661656,Quebec,-0.23414,-1.60507,-0.14089,0.72101,-0.31477,2,Dimension 4,24661656
24661657,Quebec,-0.1677,-0.27827,-1.23853,-0.03207,-0.42914,2,Dimension 4,24661657
24661658,Quebec,-0.3217,-0.02662,-1.2046,-0.50743,-0.51509,1,Dimension 2,24661658
24661659,Quebec,-0.3833,-0.86479,-0.90432,-0.289,-0.61035,1,Dimension 4,24661659
24661660,Quebec,-0.08605,-0.17796,-0.66914,0.21656,-0.17915,3,Dimension 4,24661660
24661661,Quebec,-0.03083,-0.24515,-0.98487,0.14106,-0.27994,2,Dimension 4,24661661
24661662,Quebec,0.19617,-0.4699,-0.06608,0.77434,0.10863,4,Dimension 4,24661662
24661663,Quebec,0.55747,4.3203,-1.76949,0.04949,0.78944,5,Dimension 2,24661663
24661664,Quebec,0.32542,-0.33916,0.08697,-0.23615,-0.04073,3,Dimension 1,24661664
24661665,Quebec,0.35437,0.01709,-0.25973,-0.44541,-0.08342,3,Dimension 1,24661665
24661666,Quebec,0.07074,-0.2714,-0.56754,0.0662,-0.1755,3,Dimension 1,24661666
24661667,Quebec,0.51366,0.62955,-0.60849,-0.13897,0.09894,4,Dimension 2,24661667
24661668,Quebec,0.88056,0.33267,-0.05587,-0.00621,0.28779,4,Dimension 1,24661668
24661669,Quebec,0.16956,-0.68999,-0.26743,0.18709,-0.15019,3,Dimension 4,24661669
24661670,Quebec,0.51992,-0.41942,0.10976,0.50871,0.17974,4,Dimension 1,24661670
24661671,Quebec,1.11457,0.50911,-0.07021,1.03678,0.64756,5,Dimension 1,24661671
24661672,Quebec,0.7003,-0.49718,-0.53698,1.41768,0.27095,4,Dimension 4,24661672
24661673,Quebec,0.45818,-0.11015,-0.20199,-0.00014,0.03648,3,Dimension 1,24661673
24661674,Quebec,0.77173,1.94277,-0.57033,1.07452,0.80467,5,Dimension 2,24661674
24661675,Quebec,0.21207,1.02789,-0.77483,0.22476,0.17247,4,Dimension 2,24661675
24661676,Quebec,0.45302,-0.5617,0.20824,0.3269,0.10662,4,Dimension 1,24661676
24661677,Quebec,0.51005,-0.19081,-0.69777,1.23832,0.21495,4,Dimension 4,24661677
24661678,Quebec,0.45184,-0.55336,0.26145,0.03607,0.049,4,Dimension 1,24661678
24661679,Quebec,-0.47927,-0.36611,-0.61792,-1.13789,-0.6503,1,Dimension 2,24661679
24661680,Quebec,0.1826,0.94695,-0.76813,0.55131,0.22818,4,Dimension 2,24661680
24661681,Quebec,0.98379,0.06504,-0.312,0.68164,0.35462,4,Dimension 1,24661681
24661682,Quebec,-0.04591,0.2827,-0.66769,-0.20174,-0.15816,3,Dimension 2,24661682
24661683,Quebec,0.24432,0.64326,-0.48617,-0.05459,0.0867,4,Dimension 2,24661683
24661684,Quebec,0.91678,0.13582,-0.45523,0.32025,0.22941,4,Dimension 1,24661684
24661685,Quebec,0.79648,-0.65202,-0.52046,0.22273,-0.03832,3,Dimension 1,24661685
24661686,Quebec,0.05587,0.02963,-0.23118,-0.08593,-0.0579,3,Dimension 1,24661686
24661687,Quebec,-0.21725,-0.15417,-0.91736,-0.25082,-0.3849,2,Dimension 2,24661687
24661688,Quebec,0.51595,-0.4,-0.739,-0.20812,-0.20779,2,Dimension 1,24661688
24661689,Quebec,0.20346,-0.09463,0.1232,-1.08667,-0.21366,2,Dimension 1,24661689
24661690,Quebec,0.05507,-0.25884,-1.02012,-0.24302,-0.36673,2,Dimension 1,24661690
24661691,Quebec,0.29023,-0.6424,-0.74947,0.09752,-0.25103,2,Dimension 1,24661691
24661692,Quebec,0.54481,0.15978,-0.13749,0.0364,0.15088,4,Dimension 1,24661692
24661693,Quebec,-0.07823,0.28151,-0.47325,-0.10032,-0.09257,3,Dimension 2,24661693
24661694,Quebec,0.74053,1.59074,-1.00687,-0.83895,0.12136,4,Dimension 2,24661694
24661695,Quebec,1.51427,0.63974,-0.39447,-0.77138,0.24704,4,Dimension 1,24661695
24661696,Quebec,0.73567,5.7708,-1.52546,-0.34501,1.159,5,Dimension 2,24661696
24661697,Quebec,1.64346,-0.09036,0.61035,1.87192,1.00884,5,Dimension 4,24661697
24661698,Quebec,0.88381,-0.69037,0.49132,-0.16344,0.13033,4,Dimension 1,24661698
24661699,Quebec,0.97426,0.50028,0.07045,-0.27494,0.31751,4,Dimension 1,24661699
24661700,Quebec,1.68158,0.17995,-0.53424,0.1338,0.36527,4,Dimension 1,24661700
24661701,Quebec,0.53957,2.10293,-0.09302,-1.74037,0.20228,4,Dimension 2,24661701
24661702,Quebec,0.57084,0.44179,-0.63677,-0.91498,-0.13478,3,Dimension 1,24661702
24661703,Quebec,0.47971,1.26621,-0.33336,-0.25758,0.28874,4,Dimension 2,24661703
24661704,Quebec,1.04482,0.09851,0.23706,-0.12225,0.31453,4,Dimension 1,24661704
24661705,Quebec,0.51513,0.38803,0.13618,-0.09741,0.23548,4,Dimension 1,24661705
24661709,Quebec,1.16997,3.38272,-1.25679,0.80889,1.0262,5,Dimension 2,24661709
24661710,Quebec,1.0801,-0.06868,-0.56735,0.54053,0.24615,4,Dimension 1,24661710
24661711,Quebec,0.24815,0.02695,-0.69057,0.41963,0.00104,3,Dimension 4,24661711
24661712,Quebec,-0.34565,-0.73986,-0.75896,-0.00882,-0.46332,1,Dimension 4,24661712
24661713,Quebec,-0.29428,-0.65604,-0.94834,-0.13111,-0.50744,1,Dimension 4,24661713
24661714,Quebec,-0.22053,-0.42487,-0.53334,0.28563,-0.22328,2,Dimension 4,24661714
24661715,Quebec,1.16193,-0.1384,0.80736,0.50124,0.58303,5,Dimension 1,24661715
24661716,Quebec,0.5226,-1.31035,-0.38954,0.70076,-0.11913,3,Dimension 4,24661716
24661717,Quebec,0.25193,-0.02828,-0.25916,0.06135,0.00646,3,Dimension 1,24661717
24661718,Quebec,-0.02875,-0.14504,0.51461,0.38311,0.18098,4,Dimension 3,24661718
24661719,Quebec,0.23933,-0.72142,0.40342,0.15952,0.02021,3,Dimension 3,24661719
24661720,Quebec,1.16902,-0.93731,0.41465,0.4966,0.28574,4,Dimension 1,24661720
24661721,Quebec,0.19105,0.2796,-0.35998,-0.71372,-0.15076,3,Dimension 2,24661721
24661723,Quebec,0.18592,-0.60124,0.03932,0.58369,0.05192,4,Dimension 4,24661723
24661725,Quebec,0.16517,-1.08843,0.35967,0.75653,0.04823,4,Dimension 4,24661725
24661726,Quebec,-0.2937,0.64362,-0.77059,-0.21846,-0.15978,3,Dimension 2,24661726
24661727,Quebec,-0.14094,0.34396,-0.67825,0.25376,-0.05537,3,Dimension 2,24661727
24661728,Quebec,0.4976,-0.93572,0.36803,1.3957,0.3314,4,Dimension 4,24661728
24661729,Quebec,-0.16078,-0.98226,-0.20569,3.0402,0.42287,5,Dimension 4,24661729
24661730,Quebec,-0.18115,-0.46974,0.00835,0.85424,0.05293,4,Dimension 4,24661730
24661731,Quebec,-0.29894,-0.91554,-0.70101,0.24748,-0.417,2,Dimension 4,24661731
24661732,Quebec,-0.15198,-0.59851,0.56069,1.36693,0.29428,4,Dimension 4,24661732
24661733,Quebec,-0.15582,-0.08659,0.22079,1.40654,0.34623,4,Dimension 4,24661733
24661734,Quebec,0.2808,-0.8908,0.82675,-0.10095,0.02895,3,Dimension 3,24661734
24661735,Quebec,0.39161,-0.4396,0.16131,0.81281,0.23153,4,Dimension 4,24661735
24661736,Quebec,0.47071,-0.7499,0.51066,1.07607,0.32689,4,Dimension 4,24661736
24661737,Quebec,-0.24632,-0.35128,-0.50417,0.61405,-0.12193,3,Dimension 4,24661737
24661738,Quebec,0.27051,2.27425,-0.45693,0.99803,0.77146,5,Dimension 2,24661738
24661739,Quebec,0.1326,-1.11855,-0.10378,1.16796,0.01956,3,Dimension 4,24661739
24661740,Quebec,0.19973,-0.304,-0.27074,0.92524,0.13756,4,Dimension 4,24661740
24661741,Quebec,0.42214,-0.60487,0.23622,1.44264,0.37403,4,Dimension 4,24661741
24661742,Quebec,0.16339,-0.34232,0.24116,1.05749,0.27993,4,Dimension 4,24661742
24661743,Quebec,0.01375,0.31853,0.31971,1.3952,0.5118,5,Dimension 4,24661743
24661744,Quebec,0.30767,-0.98104,1.06773,1.47485,0.4673,5,Dimension 4,24661744
24661745,Quebec,0.09964,-0.73595,-0.08522,1.00841,0.07172,4,Dimension 4,24661745
24661746,Quebec,0.22305,-0.82692,0.20538,0.95154,0.13826,4,Dimension 4,24661746
24661747,Quebec,-0.05574,-1.08674,0.11339,0.9099,-0.0298,3,Dimension 4,24661747
24661748,Quebec,0.34496,-0.79476,-0.542,0.56472,-0.10677,3,Dimension 4,24661748
24661749,Quebec,0.24942,-1.27987,0.3086,0.7151,-0.00168,3,Dimension 4,24661749
24661750,Quebec,-0.00581,0.61844,0.28097,1.29931,0.54823,5,Dimension 4,24661750
24661751,Quebec,0.38237,-1.56432,0.31479,1.74692,0.21994,4,Dimension 4,24661751
24661752,Quebec,0.30892,-0.79223,-0.0974,2.18047,0.39994,4,Dimension 4,24661752
24661753,Quebec,0.08134,-1.25665,0.01665,0.76328,-0.09885,3,Dimension 4,24661753
24661754,Quebec,-0.03165,-1.25939,-0.42991,-0.01457,-0.43388,2,Dimension 4,24661754
24661755,Quebec,-0.13615,-0.56267,-0.98129,-0.04367,-0.43095,2,Dimension 4,24661755
24661756,Quebec,0.30137,-0.42747,0.05616,0.47305,0.10078,4,Dimension 4,24661756
24661757,Quebec,0.14813,-0.81872,-0.38297,0.47022,-0.14583,3,Dimension 4,24661757
24661758,Quebec,0.21767,-0.99929,0.21857,0.71319,0.03753,3,Dimension 4,24661758
24661759,Quebec,0.51968,-0.57711,0.4303,1.33984,0.42818,5,Dimension 4,24661759
24661760,Quebec,-0.04149,-1.37466,-0.2539,0.95981,-0.17756,3,Dimension 4,24661760
24661761,Quebec,-0.0485,-1.03035,-0.28244,0.85825,-0.12576,3,Dimension 4,24661761
24661762,Quebec,0.17637,-0.58842,-0.19789,0.85628,0.06159,4,Dimension 4,24661762
24661763,Quebec,0.38911,-0.61022,0.94302,0.8612,0.39578,4,Dimension 3,24661763
24661764,Quebec,0.80603,-1.15857,0.13689,1.42072,0.30127,4,Dimension 4,24661764
24661765,Quebec,0.42043,0.30406,-0.00819,0.46345,0.29494,4,Dimension 4,24661765
24661766,Quebec,0.08126,-1.10464,0.00051,0.34611,-0.16919,3,Dimension 4,24661766
24661767,Quebec,0.10991,-1.15914,-0.33706,0.51416,-0.21803,2,Dimension 4,24661767
24661768,Quebec,0.49576,-0.97441,0.27968,0.45379,0.06371,4,Dimension 1,24661768
24661769,Quebec,-0.13807,-1.92684,0.01154,1.27935,-0.19351,3,Dimension 4,24661769
24661770,Quebec,-0.24381,-0.96001,0.07784,1.04036,-0.0214,3,Dimension 4,24661770
24661771,Quebec,0.71583,-0.09071,0.20483,0.85766,0.4219,5,Dimension 4,24661771
24661772,Quebec,0.19216,-0.92933,-0.20607,0.85598,-0.02181,3,Dimension 4,24661772
24661773,Quebec,0.2467,-0.2917,0.64145,0.3322,0.23216,4,Dimension 3,24661773
24661774,Quebec,0.48544,-0.85185,-0.05709,1.33079,0.22682,4,Dimension 4,24661774
24661775,Quebec,-0.09954,0.26253,-0.67133,-0.02584,-0.13355,3,Dimension 2,24661775
24661776,Quebec,0.43964,-1.18992,0.05336,1.03546,0.08464,4,Dimension 4,24661776
24661777,Quebec,-0.33237,-0.79413,-0.39898,0.67656,-0.21223,2,Dimension 4,24661777
24661778,Quebec,0.85327,0.87926,-0.99053,1.26848,0.50262,5,Dimension 4,24661778
24661779,Quebec,0.25739,-0.90343,-0.46873,1.3552,0.06011,4,Dimension 4,24661779
24661780,Quebec,0.57602,-1.11887,-0.13477,1.22117,0.13589,4,Dimension 4,24661780
24661781,Quebec,0.46388,-1.47485,0.7727,1.69128,0.36325,4,Dimension 4,24661781
24661782,Quebec,0.29334,-0.70983,-0.40993,0.9694,0.03574,3,Dimension 4,24661782
24661783,Quebec,0.52708,-0.7708,0.47727,0.47709,0.17766,4,Dimension 1,24661783
24661784,Quebec,0.87324,-0.64351,0.55616,0.58958,0.34387,4,Dimension 1,24661784
24661785,Quebec,1.03684,-0.22103,0.41506,1.06119,0.57301,5,Dimension 4,24661785
24661786,Quebec,1.7776,0.04227,1.10102,1.08647,1.00184,5,Dimension 1,24661786
24661787,Quebec,0.49004,-1.73633,0.05932,0.8143,-0.09317,3,Dimension 4,24661787
24661788,Quebec,0.50993,0.73003,0.05816,1.4091,0.6768,5,Dimension 4,24661788
24661789,Quebec,0.21184,-0.90081,-0.20435,0.48259,-0.10268,3,Dimension 4,24661789
24661790,Quebec,1.06597,-0.88081,0.44663,1.74137,0.59329,5,Dimension 4,24661790
24661791,Quebec,0.4826,-1.28162,-0.75237,0.82071,-0.18267,3,Dimension 4,24661791
24661792,Quebec,0.49054,-0.95343,0.15625,0.46023,0.0384,3,Dimension 1,24661792
24661793,Quebec,-0.08221,-1.0344,-0.21897,0.41457,-0.23025,2,Dimension 4,24661793
24661794,Quebec,0.85223,-0.8392,-0.71789,1.61876,0.22848,4,Dimension 4,24661794
24661795,Quebec,0.35273,-1.08038,-0.60075,1.13901,-0.04735,3,Dimension 4,24661795
24661796,Quebec,0.23416,-1.18433,-0.17817,0.74601,-0.09558,3,Dimension 4,24661796
24661797,Quebec,0.85588,-1.5362,-0.38926,1.41957,0.0875,4,Dimension 4,24661797
24661798,Quebec,0.0415,-1.51835,-1.06123,0.73968,-0.4496,2,Dimension 4,24661798
24661799,Quebec,1.11369,-0.39693,0.84909,2.322,0.97196,5,Dimension 4,24661799
24661800,Quebec,0.78752,0.73038,0.12659,1.8004,0.86122,5,Dimension 4,24661800
24661801,Quebec,0.54373,-1.38012,-0.1462,0.37996,-0.15066,3,Dimension 1,24661801
24661802,Quebec,0.49614,-0.56133,-0.58375,0.15197,-0.12424,3,Dimension 1,24661802
24661803,Quebec,-0.15468,-1.2765,-0.4723,0.65903,-0.31111,2,Dimension 4,24661803
24661804,Quebec,0.62398,0.8757,-0.48758,0.55938,0.39287,4,Dimension 2,24661804
24661805,Quebec,0.14615,-1.42308,-0.51563,0.77163,-0.25523,2,Dimension 4,24661805
24661806,Quebec,0.05062,-1.12291,-0.93123,0.23425,-0.44232,2,Dimension 4,24661806
24661807,Quebec,0.56101,-1.02718,-0.79122,0.69734,-0.14001,3,Dimension 4,24661807
24661808,Quebec,-0.09186,-1.81949,-0.34024,0.88634,-0.34132,2,Dimension 4,24661808
24661809,Quebec,0.07335,-1.00383,-0.04384,0.54062,-0.10843,3,Dimension 4,24661809
24661810,Quebec,-0.08882,-1.35572,-0.98035,0.30791,-0.52925,1,Dimension 4,24661810
24661811,Quebec,0.50197,-1.1055,-0.29171,1.14413,0.06222,4,Dimension 4,24661811
24661812,Quebec,0.15762,-1.88284,-0.25587,0.28089,-0.42505,2,Dimension 4,24661812
24661813,Quebec,0.43013,-0.84742,-0.1554,0.36859,-0.05102,3,Dimension 1,24661813
24661814,Quebec,0.10296,-1.48397,-0.5735,1.06206,-0.22312,2,Dimension 4,24661814
24661815,Quebec,-0.17184,-0.66322,-1.03687,0.21715,-0.41369,2,Dimension 4,24661815
24661816,Quebec,0.47138,-1.06617,-1.09223,0.82281,-0.21605,2,Dimension 4,24661816
24661817,Quebec,0.80004,-0.95402,-0.64722,1.20395,0.10069,4,Dimension 4,24661817
24661818,Quebec,0.49164,-0.01899,0.1516,2.62073,0.81124,5,Dimension 4,24661818
24661819,Quebec,-0.03106,-1.26977,-0.54714,0.326,-0.38049,2,Dimension 4,24661819
24661820,Quebec,0.07819,-1.39246,-0.88853,0.33194,-0.46771,1,Dimension 4,24661820
24661821,Quebec,0.11573,-1.16046,-0.86438,0.52776,-0.34534,2,Dimension 4,24661821
24661822,Quebec,0.31954,-1.43421,-0.59838,0.97754,-0.18388,3,Dimension 4,24661822
24661823,Quebec,0.33127,-1.09769,-0.46492,0.64052,-0.14771,3,Dimension 4,24661823
24661824,Quebec,0.055,-1.58719,-0.79525,0.16387,-0.54089,1,Dimension 4,24661824
24661825,Quebec,0.27756,-1.18064,-0.95713,0.93656,-0.23092,2,Dimension 4,24661825
24661826,Quebec,0.10486,-1.13256,-0.52443,0.41381,-0.28458,2,Dimension 4,24661826
24661827,Quebec,0.12108,-1.48114,-0.77229,0.41175,-0.43015,2,Dimension 4,24661827
24661828,Quebec,0.26288,-1.21239,-0.61382,0.44357,-0.27994,2,Dimension 4,24661828
24661829,Quebec,0.34866,0.99874,-0.70753,1.09298,0.43321,5,Dimension 4,24661829
24661830,Quebec,0.49359,-0.82553,-1.20837,0.55735,-0.24574,2,Dimension 4,24661830
24661831,Quebec,-0.04848,-0.0738,-1.16687,-0.19028,-0.36986,2,Dimension 1,24661831
24661832,Quebec,0.59828,-0.33212,-1.15405,1.66017,0.19307,4,Dimension 4,24661832
24661833,Quebec,0.56304,0.3,-1.16428,1.19492,0.22342,4,Dimension 4,24661833
24661834,Quebec,0.32549,-0.90278,-0.84256,1.0635,-0.08909,3,Dimension 4,24661834
24661835,Quebec,0.65547,-0.35323,-0.55578,0.69877,0.11131,4,Dimension 4,24661835
24661836,Quebec,1.03363,-0.18581,-1.27523,0.47745,0.01251,3,Dimension 1,24661836
24661837,Quebec,-0.01748,-0.83581,-0.68337,-0.23125,-0.44198,2,Dimension 1,24661837
24661838,Quebec,0.02765,-1.53879,-0.71418,0.53075,-0.42364,2,Dimension 4,24661838
24661839,Quebec,0.35878,-1.0726,-0.30957,0.52655,-0.12421,3,Dimension 4,24661839
24661840,Quebec,0.05548,-0.67211,-0.73894,0.15399,-0.3004,2,Dimension 4,24661840
24661841,Quebec,0.37467,-1.30958,-0.78841,1.34847,-0.09371,3,Dimension 4,24661841
24661842,Quebec,1.2865,1.80555,0.21448,1.18084,1.12184,5,Dimension 2,24661842
24661843,Quebec,0.64984,-0.3541,-0.32609,0.72376,0.17335,4,Dimension 4,24661843
24661844,Quebec,0.81428,-1.37151,-0.23924,1.41748,0.15526,4,Dimension 4,24661844
24661845,Quebec,0.19339,-0.52212,-0.79266,0.07891,-0.26062,2,Dimension 1,24661845
24661846,Quebec,0.19165,-0.69317,-1.32236,0.72658,-0.27432,2,Dimension 4,24661846
24661847,Quebec,0.82306,-0.88015,-0.46721,0.67731,0.03825,3,Dimension 1,24661847
24661848,Quebec,1.49696,-0.4775,-1.35784,1.93134,0.39824,4,Dimension 4,24661848
24661849,Quebec,0.08426,-0.42948,-0.29304,0.37563,-0.06566,3,Dimension 4,24661849
24661850,Quebec,1.60975,1.19827,0.08025,2.3094,1.29942,5,Dimension 4,24661850
24661851,Quebec,0.43739,-1.12817,-0.25528,0.64594,-0.07503,3,Dimension 4,24661851
24661852,Quebec,0.62368,0.11304,-0.27848,1.16508,0.40583,4,Dimension 4,24661852
24661853,Quebec,0.68673,-0.87165,0.68497,1.39675,0.4742,5,Dimension 4,24661853
24661854,Quebec,0.44713,1.11846,-0.02978,1.09259,0.6571,5,Dimension 2,24661854
24661855,Quebec,0.35078,-1.40098,0.67844,0.94272,0.14274,4,Dimension 4,24661855
24661856,Quebec,-0.25451,-2.08917,-0.27469,1.46917,-0.2873,2,Dimension 4,24661856
24661857,Quebec,0.24865,-2.39025,0.24702,0.99899,-0.2239,2,Dimension 4,24661857
24661858,Quebec,1.28328,-0.99524,-0.44442,1.74013,0.39594,4,Dimension 4,24661858
24661859,Quebec,1.06426,-0.06137,-0.1415,1.74982,0.6528,5,Dimension 4,24661859
24661860,Quebec,1.83334,2.46468,0.45088,1.65434,1.60081,5,Dimension 2,24661860
24661861,Quebec,0.47611,-1.73138,-0.30325,1.04389,-0.12866,3,Dimension 4,24661861
24661862,Quebec,0.54636,-1.46639,0.68821,1.47578,0.31099,4,Dimension 4,24661862
24661863,Quebec,0.40078,-0.775,0.36856,1.30825,0.32565,4,Dimension 4,24661863
24661864,Quebec,0.26036,2.61629,-0.86466,1.34019,0.83804,5,Dimension 2,24661864
24661865,Quebec,0.15607,-1.42206,0.00151,0.84457,-0.10498,3,Dimension 4,24661865
24661866,Quebec,0.21225,-1.15822,-0.41037,0.88273,-0.1184,3,Dimension 4,24661866
24661867,Quebec,0.69094,-0.41846,-0.29569,1.46804,0.36121,4,Dimension 4,24661867
24661868,Quebec,1.82731,-1.06775,-0.44691,2.47173,0.6961,5,Dimension 4,24661868
24661869,Quebec,1.04523,-0.74323,0.41969,2.38633,0.777,5,Dimension 4,24661869
24661870,Quebec,0.62235,-1.28233,-0.32255,1.13979,0.03931,3,Dimension 4,24661870
24661871,Quebec,0.70944,-1.22597,-0.2887,1.89436,0.27228,4,Dimension 4,24661871
24661872,Quebec,0.48957,-0.70249,0.99215,3.44231,1.05539,5,Dimension 4,24661872
24661873,Quebec,2.2709,-0.4679,3.13553,0.12174,1.26506,5,Dimension 3,24661873
24661874,Quebec,0.39735,-0.90892,0.63212,0.83391,0.23861,4,Dimension 4,24661874
24661877,Quebec,0.58472,-0.14238,1.00573,0.74643,0.54862,5,Dimension 3,24661877
24661879,Quebec,0.30519,-1.3147,0.0905,0.56099,-0.08951,3,Dimension 4,24661879
24661880,Quebec,0.03912,-1.33584,0.24376,1.08711,0.00854,3,Dimension 4,24661880
24661881,Quebec,0.45675,-0.97294,-0.16725,0.32717,-0.08907,3,Dimension 1,24661881
24661882,Quebec,0.29735,-1.82074,-0.32828,1.63532,-0.05409,3,Dimension 4,24661882
24661883,Quebec,0.84559,-1.03179,0.38361,2.85031,0.76193,5,Dimension 4,24661883
24661884,Quebec,0.70518,-0.56056,0.31156,0.47648,0.23317,4,Dimension 1,24661884
24661885,Quebec,0.51048,-1.20688,0.42385,0.89889,0.15658,4,Dimension 4,24661885
24661886,Quebec,0.56387,1.04338,-0.35843,0.45687,0.42642,5,Dimension 2,24661886
24661887,Quebec,0.21455,-0.87432,0.34342,0.54077,0.0561,4,Dimension 4,24661887
24661889,Quebec,1.15488,0.13358,-0.90218,1.79611,0.5456,5,Dimension 4,24661889
24661890,Quebec,0.41241,-2.10886,-0.80867,1.28591,-0.3048,2,Dimension 4,24661890
24661891,Quebec,0.47933,-1.74124,-0.63147,1.33435,-0.13976,3,Dimension 4,24661891
24661892,Quebec,0.00085,-1.68474,-0.41285,0.89098,-0.30144,2,Dimension 4,24661892
24661893,Quebec,0.12955,-1.17976,-0.18633,1.37776,0.0353,3,Dimension 4,24661893
24661894,Quebec,0.39848,-1.23576,-1.14503,0.71057,-0.31794,2,Dimension 4,24661894
24661895,Quebec,0.53857,-1.33123,-0.6294,1.38815,-0.00848,3,Dimension 4,24661895
24661896,Quebec,0.78949,-1.03905,-1.13445,1.72793,0.08598,4,Dimension 4,24661896
24661897,Quebec,0.17909,-0.84814,-0.75021,0.76042,-0.16471,3,Dimension 4,24661897
24661898,Quebec,0.44513,-0.56544,-0.79557,0.86746,-0.0121,3,Dimension 4,24661898
24661899,Quebec,0.53612,-0.60173,-1.01717,1.43028,0.08688,4,Dimension 4,24661899
24661900,Quebec,0.46758,-1.06543,-0.74767,0.94044,-0.10127,3,Dimension 4,24661900
24661901,Quebec,-0.01886,-1.79395,-0.6849,0.15039,-0.58683,1,Dimension 4,24661901
24661902,Quebec,0.20633,-0.83965,-0.51541,0.90467,-0.06102,3,Dimension 4,24661902
24661903,Quebec,0.90779,-1.32398,-0.63099,2.26817,0.30525,4,Dimension 4,24661903
24661904,Quebec,0.1046,-0.92028,-1.10013,0.29045,-0.40634,2,Dimension 4,24661904
24661905,Quebec,0.01273,-1.01787,-1.15596,0.24791,-0.4783,1,Dimension 4,24661905
24661906,Quebec,0.1064,-1.28955,-0.81319,0.65409,-0.33556,2,Dimension 4,24661906
24661907,Quebec,0.25777,-0.57797,-0.93318,0.01588,-0.30937,2,Dimension 1,24661907
