dataset,record_id,issue_type,matched_area_ids,expected_area_id,longitude,latitude
service_centers,CTR_3f4ab6ec,unmatched_outside_study_area,,,-73.707469,45.508951
service_centers,CTR_eb89b242,unmatched_outside_study_area,,,-73.707914,45.508771
service_centers,CTR_688a4e93,unmatched_outside_study_area,,,-73.706891,45.507608
service_centers,CTR_870f9a03,unmatched_outside_study_area,,,-73.706291,45.507741
service_centers,CTR_78a16b4c,unmatched_outside_study_area,,,-73.705295,45.507364
service_centers,CTR_96808127,unmatched_outside_study_area,,,-73.713035,45.516952
service_centers,CTR_02ae37eb,unmatched_outside_study_area,,,-73.672053,45.521324
service_centers,CTR_b6f38cf7,unmatched_outside_study_area,,,-73.671236,45.521745
service_centers,CTR_9c17c32d,unmatched_outside_study_area,,,-73.672315,45.521129
service_centers,CTR_9012e74f,unmatched_outside_study_area,,,-73.672531,45.52092
service_centers,CTR_0f25d0ba,unmatched_outside_study_area,,,-73.552906,45.513908
service_centers,CTR_174de6bb,unmatched_outside_study_area,,,-73.55769,45.527147
service_centers,CTR_10f8d75d,unmatched_outside_study_area,,,-73.672046,45.520523
service_centers,CTR_07ce7563,unmatched_outside_study_area,,,-73.575188,45.544485
service_centers,CTR_9fbddc21,unmatched_outside_study_area,,,-73.733146,45.506728
service_centers,CTR_85289966,unmatched_outside_study_area,,,-73.729185,45.507864
service_centers,CTR_71442e91,unmatched_outside_study_area,,,-73.769174,45.503696
service_centers,CTR_8149f231,unmatched_outside_study_area,,,-73.559331,45.606927
service_centers,CTR_280a2447,unmatched_outside_study_area,,,-73.88207,45.48676
service_centers,CTR_506c65ad,unmatched_outside_study_area,,,-73.595425,45.426645
service_centers,CTR_6ed59795,unmatched_outside_study_area,,,-73.593671,45.586537
service_centers,CTR_73c8e507,unmatched_outside_study_area,,,-73.592566,45.429414
service_centers,CTR_0481128b,unmatched_outside_study_area,,,-73.588265,45.428743
service_centers,CTR_cc408b14,unmatched_outside_study_area,,,-73.595272,45.426444
service_centers,CTR_5b85790c,unmatched_outside_study_area,,,-73.557943,45.602361
service_centers,CTR_f47ca409,unmatched_outside_study_area,,,-73.567452,45.552372
service_centers,CTR_55d406ec,unmatched_outside_study_area,,,-73.568542,45.551332
service_centers,CTR_79579369,unmatched_outside_study_area,,,-73.561763,45.517881
service_centers,CTR_d6e95206,unmatched_outside_study_area,,,-73.558503,45.497109
service_centers,CTR_bb785e6f,unmatched_outside_study_area,,,-73.567426,45.49075
service_centers,CTR_2f95a063,unmatched_outside_study_area,,,-73.55383,45.493174
service_centers,CTR_d1b05938,unmatched_outside_study_area,,,-73.906608,45.458702
service_centers,CTR_9799028c,unmatched_outside_study_area,,,-73.608062,45.516021
service_centers,CTR_ca5d4ed6,unmatched_outside_study_area,,,-73.555825,45.610463
service_centers,CTR_ce59dedf,unmatched_outside_study_area,,,-73.679977,45.501181
service_centers,CTR_5f98971d,unmatched_outside_study_area,,,-73.701367,45.508595
service_centers,CTR_bcf66c5a,unmatched_outside_study_area,,,-73.595536,45.426432
service_centers,CTR_95873896,unmatched_outside_study_area,,,-73.873438,45.4873
service_centers,CTR_fd89f952,unmatched_outside_study_area,,,-73.844687,45.502082
service_centers,CTR_9aceb831,unmatched_outside_study_area,,,-73.584006,45.60309
service_centers,CTR_8a93dd3e,unmatched_outside_study_area,,,-73.613966,45.424404
service_centers,CTR_33976b93,unmatched_outside_study_area,,,-73.556633,45.602405
service_centers,CTR_7d5e1162,unmatched_outside_study_area,,,-73.62649,45.419084
service_centers,CTR_103c05bb,unmatched_outside_study_area,,,-73.872393,45.516882
service_centers,CTR_6c8cc29a,unmatched_outside_study_area,,,-73.558473,45.529028
service_centers,CTR_8c813a61,unmatched_outside_study_area,,,-73.870313,45.461961
service_centers,CTR_402dfbe1,unmatched_outside_study_area,,,-73.535761,45.513873
service_centers,CTR_de2b155a,unmatched_outside_study_area,,,-73.571597,45.569094
service_centers,CTR_511f654b,unmatched_outside_study_area,,,-73.551611,45.592474
service_centers,CTR_92012e06,unmatched_outside_study_area,,,-73.66393,45.429103
service_centers,CTR_bc341a1a,unmatched_outside_study_area,,,-73.55865,45.545462
service_centers,CTR_5621e4c6,unmatched_outside_study_area,,,-73.610555,45.520024
service_centers,CTR_b0e7db3d,unmatched_outside_study_area,,,-73.593385,45.608422
service_centers,CTR_e2ef438d,unmatched_outside_study_area,,,-73.723626,45.508466
service_centers,CTR_b9efd626,unmatched_outside_study_area,,,-73.830334,45.510932
service_centers,CTR_e7c5a607,unmatched_outside_study_area,,,-73.888293,45.469311
service_centers,CTR_9ec1ba68,unmatched_outside_study_area,,,-73.570326,45.586975
service_centers,CTR_47475bff,unmatched_outside_study_area,,,-73.802722,45.506435
service_centers,CTR_06585cde,unmatched_outside_study_area,,,-73.793002,45.50381
service_centers,CTR_0fa19ce8,unmatched_outside_study_area,,,-73.768861,45.500166
service_centers,CTR_0e2ad4a3,unmatched_outside_study_area,,,-73.852681,45.499035
service_centers,CTR_ed9487e8,unmatched_outside_study_area,,,-73.939683,45.461695
service_centers,CTR_a3a06810,unmatched_outside_study_area,,,-73.564636,45.512322
service_centers,CTR_3ebd965d,unmatched_outside_study_area,,,-73.589613,45.538521
service_centers,CTR_67331ce6,unmatched_outside_study_area,,,-73.583169,45.580397
service_centers,CTR_c278e31b,unmatched_outside_study_area,,,-73.676106,45.528569
service_centers,CTR_7640de6a,unmatched_outside_study_area,,,-73.8882,45.495169
service_centers,CTR_4cb22b84,unmatched_outside_study_area,,,-73.662063,45.429492
service_centers,CTR_d138cf8b,unmatched_outside_study_area,,,-73.550183,45.615899
service_centers,CTR_dacfe8c2,unmatched_outside_study_area,,,-73.578394,45.55971
service_centers,CTR_18f4a4d5,unmatched_outside_study_area,,,-73.556329,45.521814
service_centers,CTR_9acec372,unmatched_outside_study_area,,,-73.551561,45.592585
service_centers,CTR_790aeeb2,unmatched_outside_study_area,,,-73.619712,45.514379
service_centers,CTR_460eefb0,unmatched_outside_study_area,,,-73.56426,45.512319
service_centers,CTR_a6502a83,unmatched_outside_study_area,,,-73.833351,45.514684
service_centers,CTR_304b36c6,unmatched_outside_study_area,,,-73.596222,45.539927
service_centers,CTR_825b7af9,unmatched_outside_study_area,,,-73.549037,45.61729
service_centers,CTR_10e93437,unmatched_outside_study_area,,,-73.61246,45.420039
service_centers,CTR_00752d0a,unmatched_outside_study_area,,,-73.581122,45.544591
service_centers,CTR_65bf991e,unmatched_outside_study_area,,,-73.774075,45.500334
service_centers,CTR_67f9dc8d,unmatched_outside_study_area,,,-73.67659,45.528582
service_centers,CTR_691316a6,unmatched_outside_study_area,,,-73.570466,45.560555
service_centers,CTR_6da52503,unmatched_outside_study_area,,,-73.675274,45.529332
service_centers,CTR_f2ce6db6,unmatched_outside_study_area,,,-73.87144,45.500347
service_centers,CTR_9da19990,unmatched_outside_study_area,,,-73.559147,45.606976
service_centers,CTR_2f6cc85a,unmatched_outside_study_area,,,-73.706737,45.509915
service_centers,CTR_37b0b637,unmatched_outside_study_area,,,-73.561883,45.517637
service_centers,CTR_7734d66e,unmatched_outside_study_area,,,-73.88603,45.45679
service_centers,CTR_3c78c774,unmatched_outside_study_area,,,-73.714692,45.51191
service_centers,CTR_b54f1280,unmatched_outside_study_area,,,-73.696509,45.498019
service_centers,CTR_eded3e96,unmatched_outside_study_area,,,-73.724515,45.501714
service_centers,CTR_c2c1671d,unmatched_outside_study_area,,,-73.54984,45.528189
service_centers,CTR_a3844e53,unmatched_outside_study_area,,,-73.768475,45.49944
service_centers,CTR_f69d3447,unmatched_outside_study_area,,,-73.727537,45.516965
service_centers,CTR_084f095c,unmatched_outside_study_area,,,-73.558097,45.524722
service_centers,CTR_10831fc6,unmatched_outside_study_area,,,-73.648902,45.422624
service_centers,CTR_0ac83ce5,unmatched_outside_study_area,,,-73.686154,45.500752
service_centers,CTR_07e10d16,unmatched_outside_study_area,,,-73.83333,45.51457
service_centers,CTR_02847ffd,unmatched_outside_study_area,,,-73.599135,45.586075
service_centers,CTR_194c65f3,unmatched_outside_study_area,,,-73.726195,45.515542
service_centers,CTR_3f17240c,unmatched_outside_study_area,,,-73.57197,45.587262
service_centers,CTR_44100660,unmatched_outside_study_area,,,-73.658559,45.434359
service_centers,CTR_e2655f2e,unmatched_outside_study_area,,,-73.565051,45.512531
service_centers,CTR_4235b0fd,unmatched_outside_study_area,,,-73.552295,45.592635
service_centers,CTR_636f35b9,unmatched_outside_study_area,,,-73.890648,45.464506
service_centers,CTR_d2ac43df,unmatched_outside_study_area,,,-73.697964,45.505703
service_centers,CTR_d94dbb7a,unmatched_outside_study_area,,,-73.823541,45.510098
service_centers,CTR_d59cdbbf,unmatched_outside_study_area,,,-73.681361,45.507449
service_centers,CTR_90359798,unmatched_outside_study_area,,,-73.641887,45.418416
service_centers,CTR_9c7272f4,unmatched_outside_study_area,,,-73.595341,45.498815
service_centers,CTR_1d0e6fc8,unmatched_outside_study_area,,,-73.855169,45.490441
service_centers,CTR_58725032,unmatched_outside_study_area,,,-73.607021,45.520641
service_centers,CTR_7da41be7,unmatched_outside_study_area,,,-73.606156,45.520916
service_centers,CTR_1d121eff,unmatched_outside_study_area,,,-73.883753,45.487086
service_centers,CTR_981b0965,unmatched_outside_study_area,,,-73.546698,45.618356
service_centers,CTR_b105b2aa,unmatched_outside_study_area,,,-73.920228,45.462193
service_centers,CTR_ce21da0d,unmatched_outside_study_area,,,-73.56725,45.543633
service_centers,CTR_86e2ff51,unmatched_outside_study_area,,,-73.767863,45.499037
service_centers,CTR_8ffb5773,unmatched_outside_study_area,,,-73.732696,45.506763
service_centers,CTR_38e48a4c,unmatched_outside_study_area,,,-73.567521,45.631188
service_centers,CTR_98d4f1b1,unmatched_outside_study_area,,,-73.571057,45.575315
service_centers,CTR_1157c641,unmatched_outside_study_area,,,-73.54931,45.616418
service_centers,CTR_417a4a07,unmatched_outside_study_area,,,-73.595435,45.43389
service_centers,CTR_65a82b65,unmatched_outside_study_area,,,-73.569486,45.559934
service_centers,CTR_f961f47b,unmatched_outside_study_area,,,-73.612399,45.435021
service_centers,CTR_d1fa79e6,unmatched_outside_study_area,,,-73.602406,45.588185
service_centers,CTR_e9bb166d,unmatched_outside_study_area,,,-73.586802,45.560675
service_centers,CTR_adc752d1,unmatched_outside_study_area,,,-73.559813,45.520859
service_centers,CTR_f05b5f44,unmatched_outside_study_area,,,-73.557001,45.60289
service_centers,CTR_6b71ab71,unmatched_outside_study_area,,,-73.636073,45.434122
service_centers,CTR_e080bc80,unmatched_outside_study_area,,,-73.85253,45.481739
service_centers,CTR_a9db7292,unmatched_outside_study_area,,,-73.559715,45.607051
service_centers,CTR_9e6a3793,unmatched_outside_study_area,,,-73.561769,45.606736
service_centers,CTR_0a63ba82,unmatched_outside_study_area,,,-73.871588,45.490945
service_centers,CTR_a895a810,unmatched_outside_study_area,,,-73.610703,45.422273
service_centers,CTR_5037a127,unmatched_outside_study_area,,,-73.874328,45.459628
service_centers,CTR_92ce94dd,unmatched_outside_study_area,,,-73.609612,45.583929
service_centers,CTR_ba584d0a,unmatched_outside_study_area,,,-73.672305,45.51351
service_centers,CTR_96bfdb8f,unmatched_outside_study_area,,,-73.582858,45.580526
service_centers,CTR_c7aa6c4d,unmatched_outside_study_area,,,-73.591583,45.591551
service_centers,CTR_f2fcc182,unmatched_outside_study_area,,,-73.566623,45.505052
service_centers,CTR_da9feaa0,unmatched_outside_study_area,,,-73.611286,45.584202
service_centers,CTR_9db4691e,unmatched_outside_study_area,,,-73.6906,45.516034
service_centers,CTR_1b026898,unmatched_outside_study_area,,,-73.69517,45.520468
service_centers,CTR_eb75915e,unmatched_outside_study_area,,,-73.599355,45.58528
service_centers,CTR_297b444b,unmatched_outside_study_area,,,-73.590201,45.591902
service_centers,CTR_e328fed1,unmatched_outside_study_area,,,-73.57062,45.574052
service_centers,CTR_5665210f,unmatched_outside_study_area,,,-73.589294,45.59185
service_centers,CTR_c6e1b1b0,unmatched_outside_study_area,,,-73.863253,45.487684
service_centers,CTR_968923c9,unmatched_outside_study_area,,,-73.883453,45.488525
service_centers,CTR_7572f7ce,unmatched_outside_study_area,,,-73.608068,45.587946
service_centers,CTR_3cdbc25f,unmatched_outside_study_area,,,-73.686393,45.527798
service_centers,CTR_b5250dc4,unmatched_outside_study_area,,,-73.947326,45.458681
service_centers,CTR_526ab8ff,unmatched_outside_study_area,,,-73.583374,45.55099
service_centers,CTR_856dcf2d,unmatched_outside_study_area,,,-73.559454,45.529402
service_centers,CTR_6ff424a1,unmatched_outside_study_area,,,-73.534853,45.514775
service_centers,CTR_ed600d26,unmatched_outside_study_area,,,-73.70728,45.507747
service_centers,CTR_799fa38f,unmatched_outside_study_area,,,-73.609729,45.584327
service_centers,CTR_23fb62f7,unmatched_outside_study_area,,,-73.853726,45.48576
service_centers,CTR_1c5b72bc,unmatched_outside_study_area,,,-73.587866,45.571082
service_centers,CTR_6979549b,unmatched_outside_study_area,,,-73.875294,45.464531
service_centers,CTR_aeb7c6b4,unmatched_outside_study_area,,,-73.59271,45.533599
service_centers,CTR_2500f137,unmatched_outside_study_area,,,-73.702394,45.50874
service_centers,CTR_f4b01ae1,unmatched_outside_study_area,,,-73.677568,45.519744
service_centers,CTR_3b1b83ad,unmatched_outside_study_area,,,-73.726605,45.515191
service_centers,CTR_132c1f56,unmatched_outside_study_area,,,-73.555451,45.593927
service_centers,CTR_a9ba526a,unmatched_outside_study_area,,,-73.627634,45.422238
service_centers,CTR_e115b637,unmatched_outside_study_area,,,-73.583952,45.581303
service_centers,CTR_7d30fb32,unmatched_outside_study_area,,,-73.848464,45.512291
service_centers,CTR_cc858c6f,unmatched_outside_study_area,,,-73.594483,45.539246
service_centers,CTR_bbdb4adf,unmatched_outside_study_area,,,-73.564453,45.521897
service_centers,CTR_d6416737,unmatched_outside_study_area,,,-73.852412,45.49846
service_centers,CTR_d09a8a95,unmatched_outside_study_area,,,-73.677237,45.519564
service_centers,CTR_f4494007,unmatched_outside_study_area,,,-73.681935,45.507676
service_centers,CTR_fdf4d896,unmatched_outside_study_area,,,-73.610604,45.538219
service_centers,CTR_ea01d96f,unmatched_outside_study_area,,,-73.866781,45.480844
service_centers,CTR_4995f4e9,unmatched_outside_study_area,,,-73.567876,45.55244
service_centers,CTR_6ff4c0e7,unmatched_outside_study_area,,,-73.571155,45.574836
service_centers,CTR_23125caf,unmatched_outside_study_area,,,-73.86106,45.475032
service_centers,CTR_875f016a,unmatched_outside_study_area,,,-73.533827,45.510137
service_centers,CTR_88266fe3,unmatched_outside_study_area,,,-73.844601,45.492619
service_centers,CTR_4291408f,unmatched_outside_study_area,,,-73.647952,45.423911
service_centers,CTR_f36535bf,unmatched_outside_study_area,,,-73.668573,45.527875
service_centers,CTR_66690c39,unmatched_outside_study_area,,,-73.533995,45.51294
service_centers,CTR_cb62c293,unmatched_outside_study_area,,,-73.66057,45.431128
service_centers,CTR_2f6d310b,unmatched_outside_study_area,,,-73.576387,45.544265
service_centers,CTR_a0e9406c,unmatched_outside_study_area,,,-73.571467,45.569287
service_centers,CTR_9ba36978,unmatched_outside_study_area,,,-73.883829,45.487797
service_centers,CTR_98994769,unmatched_outside_study_area,,,-73.891096,45.46434
service_centers,CTR_ca000ac3,unmatched_outside_study_area,,,-73.715677,45.506573
service_centers,CTR_ba70f054,unmatched_outside_study_area,,,-73.652724,45.433964
service_centers,CTR_394bb5af,unmatched_outside_study_area,,,-73.603118,45.428148
service_centers,CTR_87533058,unmatched_outside_study_area,,,-73.688905,45.502536
service_centers,CTR_05e83bf7,unmatched_outside_study_area,,,-73.582096,45.489625
service_centers,CTR_a0405f90,unmatched_outside_study_area,,,-73.621654,45.433755
service_centers,CTR_3b2d38ca,unmatched_outside_study_area,,,-73.559243,45.52978
service_centers,CTR_be1b5836,unmatched_outside_study_area,,,-73.874165,45.459521
service_centers,CTR_d7c0f350,unmatched_outside_study_area,,,-73.618433,45.52037
service_centers,CTR_8421d9b2,unmatched_outside_study_area,,,-73.596888,45.578444
service_centers,CTR_fac47499,unmatched_outside_study_area,,,-73.562367,45.522992
service_centers,CTR_362fed60,unmatched_outside_study_area,,,-73.613287,45.419848
service_centers,CTR_a72f594f,unmatched_outside_study_area,,,-73.591193,45.572998
service_centers,CTR_99cf8994,unmatched_outside_study_area,,,-73.557126,45.602713
service_centers,CTR_955c0515,unmatched_outside_study_area,,,-73.882683,45.470796
service_centers,CTR_0edef959,unmatched_outside_study_area,,,-73.615766,45.521302
service_centers,CTR_da5af8fd,unmatched_outside_study_area,,,-73.882796,45.48723
service_centers,CTR_d303f32f,unmatched_outside_study_area,,,-73.639954,45.430844
service_centers,CTR_beba44da,unmatched_outside_study_area,,,-73.596453,45.434234
service_centers,CTR_f7a9abbf,unmatched_outside_study_area,,,-73.611759,45.531291
service_centers,CTR_2b40b30c,unmatched_outside_study_area,,,-73.555649,45.592842
service_centers,CTR_e091fbff,unmatched_outside_study_area,,,-73.555218,45.615069
service_centers,CTR_b500fae3,unmatched_outside_study_area,,,-73.937942,45.453797
service_centers,CTR_f8e84337,unmatched_outside_study_area,,,-73.621463,45.417197
service_centers,CTR_f4871841,unmatched_outside_study_area,,,-73.855532,45.476269
service_centers,CTR_972f08b1,unmatched_outside_study_area,,,-73.780865,45.505565
service_centers,CTR_28aac747,unmatched_outside_study_area,,,-73.811306,45.509271
service_centers,CTR_5435f413,unmatched_outside_study_area,,,-73.720484,45.52226
service_centers,CTR_837f2222,unmatched_outside_study_area,,,-73.556516,45.561811
service_centers,CTR_19742a5f,unmatched_outside_study_area,,,-73.763235,45.50587
service_centers,CTR_308d7d12,unmatched_outside_study_area,,,-73.559492,45.595767
service_centers,CTR_7ca1d97f,unmatched_outside_study_area,,,-73.606948,45.594417
service_centers,CTR_20994b9d,unmatched_outside_study_area,,,-73.868963,45.489357
service_centers,CTR_0b078e00,unmatched_outside_study_area,,,-73.675587,45.52945
service_centers,CTR_a2db9d16,unmatched_outside_study_area,,,-73.659181,45.429443
service_centers,CTR_b48be45b,unmatched_outside_study_area,,,-73.549636,45.608687
service_centers,CTR_1af7271b,unmatched_outside_study_area,,,-73.784359,45.509491
service_centers,CTR_9f5e19b7,unmatched_outside_study_area,,,-73.559748,45.523241
service_centers,CTR_81a693b9,unmatched_outside_study_area,,,-73.61078,45.596438
service_centers,CTR_508e77d2,unmatched_outside_study_area,,,-73.689897,45.503372
service_centers,CTR_8ddd661b,unmatched_outside_study_area,,,-73.562535,45.571504
service_centers,CTR_76f12579,unmatched_outside_study_area,,,-73.881012,45.45779
service_centers,CTR_1f05910b,unmatched_outside_study_area,,,-73.568311,45.552056
service_centers,CTR_44ed075a,unmatched_outside_study_area,,,-73.591108,45.592893
service_centers,CTR_65dd7135,unmatched_outside_study_area,,,-73.583884,45.604079
service_centers,CTR_427959a7,unmatched_outside_study_area,,,-73.533901,45.516618
service_centers,CTR_e9559013,unmatched_outside_study_area,,,-73.799774,45.508156
service_centers,CTR_7a6a1588,unmatched_outside_study_area,,,-73.626421,45.417927
service_centers,CTR_fea2924c,unmatched_outside_study_area,,,-73.817174,45.506171
service_centers,CTR_56363876,unmatched_outside_study_area,,,-73.837957,45.496695
service_centers,CTR_c6d07674,unmatched_outside_study_area,,,-73.866322,45.480556
service_centers,CTR_68fd4bb4,unmatched_outside_study_area,,,-73.781622,45.505821
service_centers,CTR_fbc4bc55,unmatched_outside_study_area,,,-73.92147,45.468826
service_centers,CTR_24ba58c9,unmatched_outside_study_area,,,-73.802361,45.506119
service_centers,CTR_7203735e,unmatched_outside_study_area,,,-73.59215,45.553283
service_centers,CTR_400002c4,unmatched_outside_study_area,,,-73.57717,45.557643
service_centers,CTR_ccf69444,unmatched_outside_study_area,,,-73.62429,45.427922
service_centers,CTR_aadf3b37,unmatched_outside_study_area,,,-73.600109,45.427671
service_centers,CTR_12dd1653,unmatched_outside_study_area,,,-73.598287,45.586333
