ct_code,dguid,geo_name,population_2021,low_income_pct,seniors_65plus_pct,recent_immigrant_pct,no_official_language_pct,shelter_cost_burden_pct,indigenous_identity_pct,indigenous_identity_count,total_indigenous_identity_universe
4620290.05,2021S05074620290.05,4620290.05,5156,11.7,38.7,1.76,1.76,39.48,0.62,30,4825
4620290.06,2021S05074620290.06,4620290.06,5326,11.2,22.8,2.16,2.91,16.09,0.75,40,5320
4620290.07,2021S05074620290.07,4620290.07,4010,12.2,19.3,1,2.74,15.61,0.0,0,4010
4620290.08,2021S05074620290.08,4620290.08,4111,6.8,22.1,2.21,1.96,14.94,0.25,10,4075
4620290.09,2021S05074620290.09,4620290.09,4930,11.4,21.4,0.71,2.23,13.48,0.41,20,4930
4620291.01,2021S05074620291.01,4620291.01,3900,6.8,16.3,1.16,2.05,12.5,1.15,45,3900
4620291.03,2021S05074620291.03,4620291.03,5854,4.2,9.1,0.69,1.03,10.28,0.52,30,5760
4620291.04,2021S05074620291.04,4620291.04,5222,3.2,7.7,1.18,1.29,10.65,0.54,25,4645
4620300,2021S05074620300.00,4620300,2797,24.1,20.2,6.38,1.83,25.86,0.91,20,2190
4620301,2021S05074620301.00,4620301,5191,14.8,15.1,4.26,1.99,18.58,0.97,50,5160
4620302,2021S05074620302.00,4620302,2923,16.9,8.5,5.04,1.03,24.84,1.08,30,2780
4620303,2021S05074620303.00,4620303,2376,19.2,9.9,4.18,1.05,21.71,0.6,15,2515
4620304,2021S05074620304.00,4620304,3191,21.7,17.2,6.29,1.57,22.95,1.62,50,3095
4620305,2021S05074620305.00,4620305,3973,17,15,5.8,1.26,25.34,1.68,65,3880
4620306,2021S05074620306.00,4620306,2781,16.6,12.8,5.17,0.54,22.3,2.41,70,2905
4620307,2021S05074620307.00,4620307,3032,17.9,8.3,4.73,1.32,25.23,3.72,110,2955
4620308,2021S05074620308.00,4620308,2688,16.8,8.7,2.48,0.74,19.78,1.52,40,2625
4620309,2021S05074620309.00,4620309,1352,8.6,13.3,2.28,1.12,18.9,2.61,40,1535
4620310,2021S05074620310.00,4620310,3393,11.8,14.4,1.67,0.44,23.49,1.67,55,3290
4620311,2021S05074620311.00,4620311,4092,17.1,18.1,4.09,0.77,20.64,1.92,75,3915
4620312,2021S05074620312.00,4620312,3162,16.3,17.1,2.23,0.63,21.32,3.02,95,3150
4620313,2021S05074620313.00,4620313,3221,10,16.8,2.87,0.16,19.81,1.81,60,3320
4620314,2021S05074620314.00,4620314,2448,9.8,17.4,2.58,0.62,20.45,0.86,20,2325
4620315,2021S05074620315.00,4620315,15,,,,,,,,
4620316,2021S05074620316.00,4620316,2174,5.9,17.9,2.17,0.49,14.62,0.97,20,2070
4620317.03,2021S05074620317.03,4620317.03,4450,9,22.5,4.16,1.69,20.14,0.45,20,4455
4620317.05,2021S05074620317.05,4620317.05,3545,15.5,14,13.73,2.96,33.44,0.42,15,3575
4620317.06,2021S05074620317.06,4620317.06,4943,14.3,28,7.56,2.75,29.72,0.43,20,4695
4620317.07,2021S05074620317.07,4620317.07,5410,10.5,33.8,7.36,1.39,31.27,0.77,40,5165
4620317.08,2021S05074620317.08,4620317.08,3220,16.1,19.1,10.02,2.48,30.72,0.31,10,3195
4620320,2021S05074620320.00,4620320,4814,12,17.3,2.64,1.67,19.04,1.48,70,4745
4620321,2021S05074620321.00,4620321,2918,14.8,15.1,3.89,1.2,19.2,1.18,35,2960
4620322.02,2021S05074620322.02,4620322.02,3840,10.5,19,3.35,1.7,18.21,1.03,40,3870
4620322.03,2021S05074620322.03,4620322.03,4936,16.4,25.2,4.61,1.72,24.69,1.4,70,4985
4620322.04,2021S05074620322.04,4620322.04,3357,17.8,41.1,1.97,1.59,19.72,0.89,25,2800
4620323,2021S05074620323.00,4620323,3118,14.7,23.9,4.38,1.55,21.9,1.93,55,2850
4620324.01,2021S05074620324.01,4620324.01,4734,17.8,16.3,6.1,1.82,23.63,1.05,50,4750
4620324.02,2021S05074620324.02,4620324.02,2894,14.1,16.2,6.74,2.76,18.91,0.71,20,2825
4620325.01,2021S05074620325.01,4620325.01,3818,14.3,19,5.49,2.88,19.73,0.27,10,3735
4620325.02,2021S05074620325.02,4620325.02,6728,18.4,19.2,7.91,3.49,22.24,1.28,85,6640
4620325.03,2021S05074620325.03,4620325.03,3758,13.2,19.1,5.87,4.4,20.13,1.07,40,3755
4620325.05,2021S05074620325.05,4620325.05,9824,20.3,25.4,9,5.5,36.36,0.89,80,8950
4620325.06,2021S05074620325.06,4620325.06,4838,11.1,21.1,5.27,2.58,22.74,1.03,50,4835
4620326.01,2021S05074620326.01,4620326.01,2894,13.5,17.6,4.86,4.84,23.58,1.04,30,2875
4620326.02,2021S05074620326.02,4620326.02,3778,17,18.5,6.59,1.96,21.21,0.55,20,3635
4620326.03,2021S05074620326.03,4620326.03,5000,14.8,17.5,9.88,4.91,21.2,0.7,35,5005
4620327,2021S05074620327.00,4620327,4891,17.8,17.4,5.99,1.54,22.54,0.32,15,4760
4620328,2021S05074620328.00,4620328,1874,28.1,15.7,5,2.94,16.77,0.79,15,1900
4620329,2021S05074620329.00,4620329,4221,14.8,13.4,6,1.07,21.93,0.92,40,4340
4620330,2021S05074620330.00,4620330,5484,19.3,13,3.74,2.1,22.81,3.65,200,5480
4620340,2021S05074620340.00,4620340,5115,7.1,18.4,1.76,0.49,21.39,0.49,25,5105
4620350,2021S05074620350.00,4620350,2594,16,27,5.41,1.4,25.86,0.8,20,2490
4620351,2021S05074620351.00,4620351,5004,18.5,41.4,6.8,1,44.1,0.21,10,4855
4620352,2021S05074620352.00,4620352,2747,13.6,30.4,5.63,1.33,35.37,0.4,10,2490
4620353,2021S05074620353.00,4620353,2873,8.1,21.7,3.08,0.52,25.97,0.51,15,2920
4620354,2021S05074620354.00,4620354,3038,7.5,17.6,3.02,1.32,18.46,0.0,0,2990
4620355,2021S05074620355.00,4620355,1423,8.6,26.7,4.03,0.7,26.67,0.0,0,1485
4620356,2021S05074620356.00,4620356,1979,8.4,21.7,5.37,1.52,23.31,0.0,0,2055
4620360,2021S05074620360.00,4620360,1947,6.3,21.8,0.8,0.26,14.18,1.07,20,1870
4620361,2021S05074620361.00,4620361,1720,18.8,27.5,6.23,0.66,30.52,0.0,0,1525
4620362,2021S05074620362.00,4620362,2308,7.3,20.4,2.15,1.3,17.79,0.0,0,2330
4620363,2021S05074620363.00,4620363,4617,8.5,24.5,2.83,5.63,28.34,0.87,40,4600
4620364,2021S05074620364.00,4620364,3321,9.2,5,4.98,13.55,31.05,0.0,0,3310
4620365,2021S05074620365.00,4620365,3263,9.3,12.7,3.82,4.9,28.35,0.0,0,3270
4620366,2021S05074620366.00,4620366,2505,8.3,16.9,4.6,0.6,24.88,1.15,30,2605
4620367,2021S05074620367.00,4620367,4948,10.5,26.8,4.13,0.58,21.04,1.06,45,4240
4620370,2021S05074620370.00,4620370,7037,7.4,17.3,3.34,0.99,22.98,0.14,10,7035
4620380,2021S05074620380.00,4620380,4247,14.4,33.5,6.29,1.53,33.33,0.0,0,4215
4620381,2021S05074620381.00,4620381,6248,21.8,19.8,16.23,2.88,32.61,0.67,40,5950
4620382.01,2021S05074620382.01,4620382.01,4130,12.6,25.1,3.36,1.58,31.53,0.0,0,4015
4620382.02,2021S05074620382.02,4620382.02,4663,8.1,17.8,4.61,1.29,20.86,0.45,20,4450
4620383.01,2021S05074620383.01,4620383.01,3887,11.9,26.8,1.86,2.53,26.64,0.53,20,3760
4620383.02,2021S05074620383.02,4620383.02,8641,14.1,37.9,5.27,1.21,36.87,0.0,0,8640
4620385,2021S05074620385.00,4620385,1574,18,42.9,9.24,0.95,39.9,0.0,0,1575
4620390,2021S05074620390.00,4620390,1603,16,13.8,1.64,0.62,25.3,2.3,35,1520
4620391,2021S05074620391.00,4620391,1739,23.8,22.8,3.8,0.91,27.22,1.27,20,1580
4620392,2021S05074620392.00,4620392,1587,13.2,20.8,2.26,0.32,20.99,2.58,40,1550
4620393,2021S05074620393.00,4620393,6929,15,14.2,4.26,1.17,18.74,1.91,130,6810
4620394,2021S05074620394.00,4620394,4156,16.8,14.3,4.41,0.96,23.17,2.38,100,4195
4620395.01,2021S05074620395.01,4620395.01,2754,32.6,15.8,8.32,0.73,17.24,2.57,65,2530
4620395.02,2021S05074620395.02,4620395.02,6861,19.5,22.5,6.7,1.86,21.74,1.89,120,6340
4620395.03,2021S05074620395.03,4620395.03,4782,15.8,17.1,4.26,1.46,19.92,1.35,65,4815
4620396,2021S05074620396.00,4620396,6553,11.2,29.1,3.49,0.81,19.77,2.18,125,5725
4620397,2021S05074620397.00,4620397,3980,3.6,15.6,1.63,0.63,9.19,0.88,35,3990
4620400,2021S05074620400.00,4620400,5412,9.7,17.6,5.74,1.39,18.71,0.46,25,5405
4620401,2021S05074620401.00,4620401,3019,9.6,19.9,4.94,1.99,24,0.0,0,2935
4620402,2021S05074620402.00,4620402,1989,16.6,16.1,9.86,3.27,27.01,0.0,0,2080
4620403,2021S05074620403.00,4620403,5474,9.6,17.6,7.46,1.68,18.97,0.28,15,5360
4620404,2021S05074620404.00,4620404,5059,11.3,21.5,4.99,1.32,23.65,0.0,0,4910
4620410.01,2021S05074620410.01,4620410.01,5529,17.3,18.4,7.15,4.44,20.53,0.0,0,5525
4620410.02,2021S05074620410.02,4620410.02,6013,18.5,31.1,19.54,3.8,32.9,0.18,10,5655
4620410.03,2021S05074620410.03,4620410.03,1756,11.9,15.1,10.19,2.56,14.53,0.0,0,1870
4620412,2021S05074620412.00,4620412,7061,13.1,14.7,7.51,4.32,20.41,0.42,30,7060
4620413.01,2021S05074620413.01,4620413.01,3760,7.6,28.6,3.28,2.39,15.52,0.0,0,3815
4620413.02,2021S05074620413.02,4620413.02,4048,16.2,13.8,11.26,2.6,24.68,0.25,10,3990
4620415.03,2021S05074620415.03,4620415.03,4011,17.9,22.2,10.19,4.23,27.89,0.61,25,4115
4620415.04,2021S05074620415.04,4620415.04,5458,18.1,20.5,10.1,3.48,32.37,0.38,20,5195
4620415.07,2021S05074620415.07,4620415.07,7568,6.8,11,5.22,3.15,20.91,0.27,20,7285
4620415.08,2021S05074620415.08,4620415.08,2686,10.7,11,9.31,3.35,20.1,0.0,0,2740
4620415.09,2021S05074620415.09,4620415.09,3033,9.9,8.2,7.01,2.97,20.87,0.0,0,2990
4620415.1,2021S05074620415.10,4620415.1,5297,8.1,12.8,4.87,2.83,22.59,0.0,0,5340
4620416.01,2021S05074620416.01,4620416.01,4000,7.2,25.4,2.81,7.88,11.43,0.0,0,3920
4620416.02,2021S05074620416.02,4620416.02,3329,12.8,15.5,5.28,4.05,21.93,0.0,0,3405
4620417.01,2021S05074620417.01,4620417.01,5046,16.6,15.3,10.24,5.75,20,0.0,0,5125
4620417.02,2021S05074620417.02,4620417.02,2748,19.1,8.4,10.86,6.91,15.88,0.38,10,2625
4620418,2021S05074620418.00,4620418,5704,17,16.7,6.67,4.21,21.39,0.79,45,5700
4620419,2021S05074620419.00,4620419,4786,21.7,8,18.81,5.22,22.55,0.42,20,4785
4620420,2021S05074620420.00,4620420,5114,12.7,26.1,4.39,4.23,19.2,0.0,0,4670
4620421.03,2021S05074620421.03,4620421.03,2948,20,17.1,21.02,6.11,32.89,0.0,0,2955
4620421.04,2021S05074620421.04,4620421.04,4407,25.7,11.6,15.68,6.13,29.41,0.23,10,4405
4620421.05,2021S05074620421.05,4620421.05,2339,27.3,12,25.21,6.85,31.67,0.0,0,2335
4620421.06,2021S05074620421.06,4620421.06,5463,24.6,10.1,19.42,5.31,32,0.19,10,5355
4620430,2021S05074620430.00,4620430,7238,14,19.7,3.92,1.4,22.66,1.14,80,7010
4620431,2021S05074620431.00,4620431,5443,9.7,23.8,2.96,1.76,19.92,0.83,45,5405
4620432,2021S05074620432.00,4620432,3134,5.7,21.7,1.85,1.12,12,1.08,35,3230
4620433,2021S05074620433.00,4620433,3487,6.7,18.3,1.19,0.72,12.09,0.3,10,3370
4620440,2021S05074620440.00,4620440,30,,,,,,,,
4620450,2021S05074620450.00,4620450,7140,8.5,34.6,1.29,0.43,24.16,1.14,80,7000
4620451,2021S05074620451.00,4620451,6986,7.9,22.6,1.87,1.36,19.87,1.15,80,6965
4620452,2021S05074620452.00,4620452,8886,10.1,35.6,5.04,2.28,26.32,1.3,95,7335
4620453.01,2021S05074620453.01,4620453.01,5543,5.2,18.3,3.87,0.99,10.14,1.01,55,5430
4620453.02,2021S05074620453.02,4620453.02,4933,8.4,22.1,5.28,3.39,14.2,0.52,25,4835
4620460,2021S05074620460.00,4620460,5367,6.2,21.4,3.91,1.59,13.87,0.47,25,5375
4620461,2021S05074620461.00,4620461,2926,6,22.2,2.15,1.04,13.88,0.72,20,2790
4620462.01,2021S05074620462.01,4620462.01,5148,6.8,19.5,2.73,1.36,15.1,0.88,45,5130
4620462.02,2021S05074620462.02,4620462.02,5836,6.1,16.5,3.57,1.48,13.91,0.44,25,5740
4620470.01,2021S05074620470.01,4620470.01,7022,7,23.3,3.06,1.93,14,0.73,50,6855
4620470.03,2021S05074620470.03,4620470.03,4907,6.6,13.3,4.89,2.04,14.97,0.71,35,4905
4620470.04,2021S05074620470.04,4620470.04,3487,6.2,21.6,4.58,2.15,13.99,0.29,10,3485
4620470.05,2021S05074620470.05,4620470.05,3997,7.9,20.1,5.77,2.63,15.89,0.0,0,3990
4620480,2021S05074620480.00,4620480,3764,6.2,26.2,2.46,0.93,11.36,0.96,35,3660
4620490,2021S05074620490.00,4620490,2532,18.8,21.1,1.56,0.59,28.25,1.36,35,2575
4620491,2021S05074620491.00,4620491,2495,4,23.4,2.91,0.47,13.51,0.48,10,2065
4620500,2021S05074620500.00,4620500,951,6.8,24.7,0,0.53,14.29,0.0,0,950
4620511.01,2021S05074620511.01,4620511.01,3325,7,17.1,3.2,3.06,14.41,1.37,45,3280
4620511.02,2021S05074620511.02,4620511.02,6667,17.1,12.1,11.29,2.78,15.84,0.45,30,6645
4620512.02,2021S05074620512.02,4620512.02,4568,11,24.9,2.82,2.2,21.74,1.09,50,4600
4620512.03,2021S05074620512.03,4620512.03,2552,16.4,23.7,7.68,2.94,28.52,0.39,10,2535
4620512.04,2021S05074620512.04,4620512.04,6579,9.9,16.9,3.45,2.06,14.76,0.84,55,6525
4620513.01,2021S05074620513.01,4620513.01,5002,8.6,16.9,4.7,3.2,14.24,0.7,35,5000
4620513.02,2021S05074620513.02,4620513.02,4581,17.7,20.3,7.21,4.43,20.77,0.78,35,4500
4620514.01,2021S05074620514.01,4620514.01,6896,9.8,19.1,5.11,1.83,17.29,0.51,35,6845
4620514.02,2021S05074620514.02,4620514.02,6132,7.3,15.7,5.56,2.13,14.12,1.23,75,6110
4620515.01,2021S05074620515.01,4620515.01,6413,6.8,13.6,3.6,1.95,22.27,0.32,20,6250
4620515.02,2021S05074620515.02,4620515.02,4376,7.6,11.2,5.02,3.14,14.14,0.35,15,4280
4620515.03,2021S05074620515.03,4620515.03,3453,11,16.1,5.49,3.19,17.46,0.98,35,3555
4620515.04,2021S05074620515.04,4620515.04,3708,9.5,14.4,6.66,2.02,15.65,0.0,0,3600
4620520.02,2021S05074620520.02,4620520.02,7112,9.1,19.3,4.44,2.96,17,0.14,10,7090
4620520.03,2021S05074620520.03,4620520.03,3764,12.1,19.5,6.75,4.25,15.38,1.15,45,3925
4620520.04,2021S05074620520.04,4620520.04,4638,12.4,16.9,7.48,2.91,21.13,0.22,10,4480
4620521.01,2021S05074620521.01,4620521.01,4857,9.8,20.8,4.4,1.96,16.88,0.4,20,4995
4620521.04,2021S05074620521.04,4620521.04,4768,7.4,20.8,3.6,1.68,16.96,0.53,25,4715
4620521.05,2021S05074620521.05,4620521.05,4587,6.5,18.1,1.38,1.78,17.59,0.23,10,4350
4620521.06,2021S05074620521.06,4620521.06,5147,7.3,24.6,3.19,1.75,21.35,0.19,10,5180
4620521.07,2021S05074620521.07,4620521.07,4070,5.8,25.6,2.9,1.76,15.14,1.32,50,3790
4620522.01,2021S05074620522.01,4620522.01,3464,5.8,23.2,2.44,1.73,13.01,0.0,0,3695
4620522.02,2021S05074620522.02,4620522.02,3506,8.5,26.7,2.69,1.71,24.06,1.42,45,3170
4620523,2021S05074620523.00,4620523,2490,3.9,20.7,2.17,1.41,11.66,0.4,10,2525
4620530,2021S05074620530.00,4620530,6130,7.1,18.7,2.94,2.21,14.61,1.06,65,6130
4620540,2021S05074620540.00,4620540,3969,19,26.7,7.51,1.72,26.07,0.75,25,3325
4620550.02,2021S05074620550.02,4620550.02,3327,6.7,17.4,2.84,1.66,15.48,0.6,20,3350
4620550.03,2021S05074620550.03,4620550.03,6780,3.9,16.6,2.47,1.29,15,0.9,60,6685
4620550.04,2021S05074620550.04,4620550.04,4809,5.5,18.5,1.57,1.14,12.4,0.73,35,4770
4620570,2021S05074620570.00,4620570,4394,15.9,15.4,2.82,0.47,18.95,2.11,90,4260
4620580.01,2021S05074620580.01,4620580.01,4853,13.3,18.4,2.24,0.62,22.15,0.85,40,4695
4620580.02,2021S05074620580.02,4620580.02,3235,5.6,11.1,2.45,0.62,13.27,1.99,65,3265
4620580.03,2021S05074620580.03,4620580.03,3829,6.2,20.4,1.49,0.53,10.73,1.49,55,3700
4620581.01,2021S05074620581.01,4620581.01,5825,8.7,19.1,1.1,0.58,11.85,1.4,70,5000
4620581.02,2021S05074620581.02,4620581.02,3490,14.6,16,1.64,0.86,15.06,2.46,90,3655
4620582.01,2021S05074620582.01,4620582.01,6340,12,24,2.82,0.56,14.24,1.45,90,6205
4620582.02,2021S05074620582.02,4620582.02,5918,11.4,19.1,1.62,0.94,14.02,1.36,80,5865
4620583,2021S05074620583.00,4620583,3208,9.3,18.4,0.96,0.63,12.69,1.76,55,3125
4620584,2021S05074620584.00,4620584,7066,15.1,19.4,2.38,0.71,16.59,1.22,85,6945
4620585.01,2021S05074620585.01,4620585.01,2281,5.1,12.7,1.94,0.22,10.5,0.43,10,2325
4620585.02,2021S05074620585.02,4620585.02,3824,13.9,31.9,1.35,0.53,24.5,1.48,55,3705
4620590.01,2021S05074620590.01,4620590.01,5526,14.8,16.7,4.59,1.75,18.76,0.73,40,5450
4620590.02,2021S05074620590.02,4620590.02,3452,16.3,10.9,10.5,1.74,18.68,1.31,45,3430
4620591.01,2021S05074620591.01,4620591.01,2704,7.2,16.1,4.73,1.29,19.27,1.05,30,2855
4620591.02,2021S05074620591.02,4620591.02,4117,11.7,18.1,5.95,1.09,15.67,0.52,20,3865
4620592,2021S05074620592.00,4620592,7570,13.5,16.1,8.45,1.85,17.24,0.46,35,7570
4620593.01,2021S05074620593.01,4620593.01,4862,13.4,58.5,2.01,1.82,23.44,1.07,45,4225
4620593.02,2021S05074620593.02,4620593.02,4575,13.5,18.5,7.65,1.86,23.17,0.54,25,4640
4620594.01,2021S05074620594.01,4620594.01,2848,16.5,19.8,9.69,1.93,15.36,0.0,0,2785
4620594.02,2021S05074620594.02,4620594.02,7589,10.8,24.2,4.88,1.58,16.3,0.8,60,7475
4620600.01,2021S05074620600.01,4620600.01,4022,14.4,18.3,4.99,2.98,18.65,0.24,10,4205
4620600.02,2021S05074620600.02,4620600.02,4118,23.3,14.9,7.88,3.16,25.08,0.89,35,3935
4620600.03,2021S05074620600.03,4620600.03,7091,18.3,33.1,7.78,4.45,24.14,0.5,30,6040
4620601.01,2021S05074620601.01,4620601.01,3373,13.2,19,5.03,4,20.77,0.0,0,3280
4620601.02,2021S05074620601.02,4620601.02,4827,19.2,22,7.96,3.67,22.76,0.45,20,4460
4620602.01,2021S05074620602.01,4620602.01,3780,15.1,26.2,5.73,3.45,24.77,0.27,10,3750
4620602.02,2021S05074620602.02,4620602.02,2794,17.8,17.2,6.41,5.02,22.41,0.0,0,2810
4620603.01,2021S05074620603.01,4620603.01,3598,15.2,19.4,9.1,5.14,21.43,0.0,0,3410
4620603.02,2021S05074620603.02,4620603.02,4252,14.2,30.9,5.74,4.69,24.92,0.64,25,3925
4620603.03,2021S05074620603.03,4620603.03,3281,14.9,15.1,4.47,3.66,14.41,0.64,20,3130
4620604.01,2021S05074620604.01,4620604.01,3550,7.8,21,3.63,1.98,18.88,0.29,10,3435
4620604.02,2021S05074620604.02,4620604.02,4517,14.7,15.2,4.61,3.99,16.37,0.0,0,4555
4620604.03,2021S05074620604.03,4620604.03,3012,13.1,21.2,5.59,4.48,22.36,0.0,0,2945
4620604.04,2021S05074620604.04,4620604.04,3457,12.3,17.1,5.18,2.89,21.13,0.0,0,3475
4620604.05,2021S05074620604.05,4620604.05,5279,10.8,14.1,5.49,3.51,18.42,0.56,30,5365
4620605.01,2021S05074620605.01,4620605.01,3525,19.3,25.1,6.06,4.11,17.46,0.84,30,3555
4620605.02,2021S05074620605.02,4620605.02,1997,7,26.1,3.17,2.51,13.79,0.0,0,2050
4620605.03,2021S05074620605.03,4620605.03,5854,15.7,16.9,7.02,2.91,21.78,0.26,15,5840
4620605.04,2021S05074620605.04,4620605.04,4898,14.1,18.7,5.47,3.37,17.37,0.62,30,4845
4620605.05,2021S05074620605.05,4620605.05,2270,11.8,21.4,2.51,3.3,19.89,0.0,0,2390
4620610.01,2021S05074620610.01,4620610.01,4777,21.5,14.7,7,2.83,22.11,0.7,35,4995
4620610.02,2021S05074620610.02,4620610.02,4612,15.9,18.3,3.54,3.38,23.12,0.44,20,4515
4620610.03,2021S05074620610.03,4620610.03,5684,15.2,34,2.65,2.12,22.6,1.08,55,5090
4620610.04,2021S05074620610.04,4620610.04,3973,28.4,12.3,6.83,3.02,22.88,0.5,20,4025
4620610.05,2021S05074620610.05,4620610.05,4856,31.1,9.3,5.64,2.57,23.15,1.46,70,4795
4620610.06,2021S05074620610.06,4620610.06,2822,17,14.2,4.33,3.01,21.33,0.69,20,2880
4620610.07,2021S05074620610.07,4620610.07,4659,29.7,41.5,3.99,2.15,20.98,1.54,50,3255
4620611.01,2021S05074620611.01,4620611.01,3036,18.7,15.6,2.84,3.45,19.47,0.53,15,2820
4620611.02,2021S05074620611.02,4620611.02,5839,17.9,13.8,5.48,3.43,21.43,0.6,35,5840
4620612,2021S05074620612.00,4620612,4813,18.6,14,4.91,3.75,22.69,0.75,35,4690
4620613,2021S05074620613.00,4620613,7813,18.7,13.9,7.56,3.68,22.2,1.16,90,7745
4620614,2021S05074620614.00,4620614,3827,17.2,15.5,5.42,1.96,25.59,1.42,55,3880
4620615,2021S05074620615.00,4620615,5848,19,13.2,7.14,2.92,22.8,1.43,85,5945
4620616,2021S05074620616.00,4620616,6896,21,16.7,6.17,2.91,20.3,1.13,75,6645
4620617.01,2021S05074620617.01,4620617.01,5616,15.8,18.3,3.95,2.69,18,0.54,30,5565
4620617.02,2021S05074620617.02,4620617.02,3904,13.9,17.9,3.19,2.05,18.77,0.74,30,4075
4620618,2021S05074620618.00,4620618,3611,19.4,24,4.86,1.58,30.03,0.76,25,3290
4620619,2021S05074620619.00,4620619,5885,23.6,34.4,6.59,2.42,38.42,0.46,25,5390
4620625.01,2021S05074620625.01,4620625.01,6036,7,15.2,2.1,1,12.33,0.48,30,6195
4620625.02,2021S05074620625.02,4620625.02,7955,4.5,11.9,1.95,1.01,10.59,0.69,55,7955
4620626,2021S05074620626.00,4620626,7631,4.6,12.3,1.96,1.11,12.92,1.11,85,7630
4620627,2021S05074620627.00,4620627,6628,10.9,22.6,1.17,1.08,25.23,0.84,50,5970
4620628.01,2021S05074620628.01,4620628.01,4820,8.7,18.3,2.66,1.45,14.9,0.74,35,4705
4620628.02,2021S05074620628.02,4620628.02,3746,8,16.5,4.15,1.07,15.34,0.26,10,3855
4620629,2021S05074620629.00,4620629,3515,4.7,23.8,1.28,1.85,8.71,0.85,30,3515
4620630.01,2021S05074620630.01,4620630.01,3710,3.6,21,1.35,1.35,9.58,0.0,0,3700
4620630.02,2021S05074620630.02,4620630.02,5177,5.2,25.4,1.38,0.89,9.51,0.39,20,5080
4620631,2021S05074620631.00,4620631,7777,3.9,10.7,0.77,1.35,10.79,0.13,10,7770
4620632.01,2021S05074620632.01,4620632.01,5094,7,22,3,1.28,14.57,1.3,65,5000
4620632.02,2021S05074620632.02,4620632.02,4836,8.1,17.4,2.85,1.96,12.96,0.81,40,4920
4620632.03,2021S05074620632.03,4620632.03,5789,6.5,36.3,1.22,1.38,12.22,0.77,35,4520
4620632.04,2021S05074620632.04,4620632.04,6996,7.2,19.5,1.79,1.15,15.31,0.72,50,6990
4620633,2021S05074620633.00,4620633,5272,7.2,28.3,2.64,1.24,14.25,1.01,50,4930
4620634,2021S05074620634.00,4620634,3212,10.1,18.2,5.43,1.72,14.29,0.78,25,3225
4620635,2021S05074620635.00,4620635,5666,14.3,32,2.54,1.5,28.33,1.83,90,4930
4620636,2021S05074620636.00,4620636,7443,13.5,14.9,4.71,1.61,15.31,1.21,90,7430
4620637.01,2021S05074620637.01,4620637.01,4978,7.5,20.4,2.48,2.11,14.81,0.5,25,5035
4620637.02,2021S05074620637.02,4620637.02,4344,15.2,16.7,2.81,1.61,18.62,1.64,70,4280
4620638.01,2021S05074620638.01,4620638.01,5428,11.7,19.9,6.26,1.93,18.45,0.46,25,5425
4620638.02,2021S05074620638.02,4620638.02,2204,8,18.9,6.24,2.72,11.59,1.62,35,2160
4620638.03,2021S05074620638.03,4620638.03,4605,13.8,15.5,6.05,2.18,21.63,0.86,40,4625
4620638.04,2021S05074620638.04,4620638.04,6570,17.3,13.9,7.76,2.66,19.75,0.84,55,6570
4620639,2021S05074620639.00,4620639,4195,15.7,27.9,4.8,2.02,24.63,1.13,45,3965
4620640,2021S05074620640.00,4620640,4497,13.8,25.1,4.66,2.02,30.41,1.44,60,4180
4620641.01,2021S05074620641.01,4620641.01,9049,13.2,24,6.49,1.71,22.83,1.01,85,8395
4620641.02,2021S05074620641.02,4620641.02,4179,11.3,13.6,5.62,2.4,23.45,0.85,35,4095
4620642,2021S05074620642.00,4620642,7814,14,17.9,4.44,2.12,19.02,0.45,35,7765
4620643.01,2021S05074620643.01,4620643.01,7446,7.6,15.4,2.65,1.91,27.15,0.41,30,7360
4620643.02,2021S05074620643.02,4620643.02,10182,16,35.4,5.7,2.32,34.84,1.14,110,9650
4620643.03,2021S05074620643.03,4620643.03,5735,16.5,16.7,11.25,5.49,23.11,0.44,25,5735
4620644,2021S05074620644.00,4620644,1244,7.6,19.7,2.02,2.01,9.9,0.0,0,1235
4620645,2021S05074620645.00,4620645,5719,24.4,36,7.64,4.37,27.27,0.41,20,4845
4620646.01,2021S05074620646.01,4620646.01,3906,27.3,14,19.79,7.15,20.72,0.53,20,3765
4620646.02,2021S05074620646.02,4620646.02,4009,16.5,20.7,10.9,5.49,21.66,0.74,30,4035
4620646.03,2021S05074620646.03,4620646.03,4036,19.6,26.3,9.49,3.39,35.92,0.63,25,3950
4620647.01,2021S05074620647.01,4620647.01,3229,13.9,59.1,3.2,1.24,26.11,0.91,30,3280
4620647.02,2021S05074620647.02,4620647.02,8016,15.6,33.9,6.78,3.88,29.46,0.4,30,7520
4620648,2021S05074620648.00,4620648,5330,12.2,21,6.19,5.53,15.83,0.28,15,5410
4620649.01,2021S05074620649.01,4620649.01,2701,11.6,22,6.34,5.18,20,1.27,35,2755
4620649.02,2021S05074620649.02,4620649.02,5434,11.8,23.6,7.99,6.62,18.23,0.19,10,5380
4620650.01,2021S05074620650.01,4620650.01,4401,12,23.1,5.41,6.13,22.47,0.0,0,4340
4620650.02,2021S05074620650.02,4620650.02,4168,15.6,18.7,7.89,5.56,24.83,0.24,10,4190
4620650.04,2021S05074620650.04,4620650.04,6944,11.1,11.6,6.1,3.17,22.85,0.51,35,6805
4620650.05,2021S05074620650.05,4620650.05,4189,11.3,18.6,5.49,4.65,17.59,0.0,0,4100
